광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류
라이온킹(절찬상영중-TRUEKING),2019-07-17,15.0,서비스,문화및공연,영화
똘똘이 시럽쭉쭉 아이스크림가게,2019-07-17,15.0,가정용품,완구류,일반완구
LG SIGNATURE 에어컨(TV),2019-07-17,60.0,가정용전기전자,냉방및공기청정기,에어컨
V11,2019-07-17,30.0,가정용전기전자,가사용전기전자,청소기
탑시크릿TV,2019-07-17,20.0,서비스,서비스기타,서비스기타
토레타,2019-07-17,30.0,음료및기호식품,비알콜음료,믹스음료
"셀토스(런칭-야경,사막)",2019-07-17,30.0,수송기기,승용자동차,소형승용차
라이온킹(절찬상영중-LOVE),2019-07-17,15.0,서비스,문화및공연,영화
V11,2019-07-17,30.0,가정용전기전자,가사용전기전자,청소기
냉장고,2019-07-17,30.0,가정용전기전자,주방용전기전자,냉장고
V11,2019-07-17,60.0,가정용전기전자,가사용전기전자,청소기
제19회 밀양공연예술축제,2019-07-16,20.0,관공서및단체,중앙및지방관공서,지방자치단체
앵그리버드 2,2019-07-16,15.0,서비스,문화및공연,영화
봉오동전투(TV),2019-07-16,15.0,서비스,문화및공연,영화
셀토스(런칭-야경),2019-07-16,30.0,수송기기,승용자동차,소형승용차
아디다스 신발,2019-07-16,15.0,패션,신발류,신발류제품종합
셀토스(런칭-사막),2019-07-16,15.0,수송기기,승용자동차,소형승용차
셀토스(런칭-야경),2019-07-16,15.0,수송기기,승용자동차,소형승용차
아쿠아플라넷63 (TV일반),2019-07-16,30.0,서비스,스포츠및오락시설,공원및테마파크
주인공은 싫습니다,2019-07-15,60.0,관공서및단체,관공서및단체기타,관공서및단체기타
51회 MBC건축(관람)TV,2019-07-15,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의"
광주해외명품30,2019-07-15,30.0,패션,가방류,가방류제품종합
비케이알 버거킹 통모짜 와퍼 : 이 맛에편,2019-07-15,15.0,서비스,음식및숙박,패스트푸드점
(수정)충남의섬,2019-07-15,20.0,관공서및단체,관공서및단체기타,관공서및단체기타
비케이알 버거킹 통모짜 와퍼 : 쭈욱편,2019-07-15,15.0,서비스,음식및숙박,패스트푸드점
TV,2019-07-15,20.0,식품,수산품,수산품기타
사자,2019-07-15,15.0,서비스,문화및공연,영화
51회 MBC건축(관람)TV,2019-07-15,15.0,서비스,문화및공연,"전시, 박람회 및 학술회의"
TV,2019-07-15,15.0,식품,수산품,수산품기타
대한이야기,2019-07-15,30.0,서비스,운송,항공여객운송
2019_TV_고려기프트,2019-07-12,15.0,유통,유통기타,유통기타
레피젤,2019-07-12,15.0,제약및의료,두피및피부용제,피부질환치료제
2019_TV_고려기프트,2019-07-12,15.0,유통,유통기타,유통기타
2019한농연 전북도대회,2019-07-12,20.0,서비스,문화및공연,지역 및 문화축제
중앙패션_TV,2019-07-12,30.0,유통,유통기타,유통기타
대웅제약 임팩타민 : 제값하지편,2019-07-12,15.0,제약및의료,제약및의료기타,제약및의료기타
한류상설공연,2019-07-12,20.0,서비스,문화및공연,공연
인이스홀딩스,2019-07-12,15.0,음료및기호식품,기호식품,기호식품기타
다꾸바,2019-07-12,20.0,식품,축산품,축산품기타
쓰리에이치 스마트지압침대킹 : 이부부 행사 편,2019-07-12,15.0,제약및의료,의료기기,의료기기기타
동원참치,2019-07-12,15.0,식품,수산품,수산통조림
베뉴(연비),2019-07-12,15.0,수송기기,승용자동차,다목적승용차
동원참치,2019-07-12,30.0,식품,수산품,수산통조림
메이킨Q,2019-07-12,15.0,제약및의료,소화위장약,변비치료제
쓰리에이치 스마트지압침대킹 : 이동국 행사 편,2019-07-12,15.0,제약및의료,의료기기,의료기기기타
메이킨Q,2019-07-12,15.0,제약및의료,소화위장약,변비치료제
벅스봇(비변신),2019-07-11,20.0,가정용품,완구류,일반완구
출동 슈퍼윙스 뮤지컬,2019-07-11,15.0,서비스,문화및공연,문화및공연기타
디오션 2019,2019-07-11,20.0,서비스,서비스기타,서비스기타
나랏말싸미,2019-07-11,15.0,서비스,문화및공연,영화
시저,2019-07-11,15.0,기초재,농축수산기초재,사료
알파(유지태-검증),2019-07-11,30.0,식품,건강식품,건강보조식품
서면 데시앙 스튜디오 TVC,2019-07-11,20.0,"건설,건재및부동산",부동산임대및매매,오피스텔임대및매매
서면 데시앙 스튜디오 TVC,2019-07-11,20.0,"건설,건재및부동산",부동산임대및매매,오피스텔임대및매매
알파(유지태-검증),2019-07-11,15.0,식품,건강식품,건강보조식품
한경코퍼레이션 한가네숯불닭갈비 상남점 : 가맹점 문의,2019-07-11,20.0,서비스,서비스기타,서비스기타
세노비스 트리플러스,2019-07-11,15.0,식품,건강식품,건강식품제품종합
V11,2019-07-11,15.0,가정용전기전자,가사용전기전자,청소기
V11,2019-07-11,15.0,가정용전기전자,가사용전기전자,청소기
벅스봇(비변신),2019-07-11,20.0,가정용품,완구류,일반완구
굿리치,2019-07-10,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권제품종합"
쿡탐,2019-07-10,15.0,식품,대용식품,레토르트
하이네켄코리아 하이네켄맥주 : 홈파티의 주인공편,2019-07-10,15.0,음료및기호식품,알콜음료,맥주
핑크퐁,2019-07-10,20.0,가정용품,완구류,일반완구
건강관리가전(TV),2019-07-10,60.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합
한국맥도날드 아보카도 상하이버거 : 토마토 베이컨편,2019-07-10,15.0,서비스,음식및숙박,패스트푸드점
콩순이_푸드코트,2019-07-10,15.0,가정용품,완구류,완구류제품종합
건강관리가전(TV),2019-07-10,60.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합
한국맥도날드 아보카도 상하이버거 : 토마토 베이컨편,2019-07-10,15.0,서비스,음식및숙박,패스트푸드점
물놀이안전수칙,2019-07-10,20.0,관공서및단체,중앙및지방관공서,지방자치단체
베뉴(취향),2019-07-10,30.0,수송기기,승용자동차,다목적승용차
하이네켄코리아 하이네켄맥주 : 날씨의 중요성편,2019-07-10,15.0,음료및기호식품,알콜음료,맥주
베트남 해외문화탐방,2019-07-10,20.0,서비스,여행,여행알선
하이트진로 테라 : 여름 리얼탄산편,2019-07-10,30.0,음료및기호식품,알콜음료,맥주
콩순이_푸드코트,2019-07-10,20.0,가정용품,완구류,완구류제품종합
쿡탐,2019-07-10,15.0,식품,대용식품,레토르트
하이트진로 테라 : 여름 리얼탄산편,2019-07-10,15.0,음료및기호식품,알콜음료,맥주
에너자이저,2019-07-10,15.0,화학공업,화학제품,건전지
베뉴(무릎워머),2019-07-09,30.0,수송기기,승용자동차,다목적승용차
베뉴(험로주행),2019-07-09,30.0,수송기기,승용자동차,다목적승용차
TV,2019-07-09,20.0,서비스,여행,여행알선
보물헌터스,2019-07-09,15.0,가정용품,완구류,일반완구
베뉴(펫),2019-07-09,15.0,수송기기,승용자동차,다목적승용차
베뉴(연비),2019-07-09,15.0,수송기기,승용자동차,다목적승용차
시몬스(수영장),2019-07-09,15.0,가정용품,가구류,침대
뽀로로 뮤지컬,2019-07-09,15.0,서비스,문화및공연,문화및공연기타
베뉴(60초),2019-07-09,60.0,수송기기,승용자동차,다목적승용차
엑시트,2019-07-09,15.0,서비스,문화및공연,영화
삼산로드힐2019.7,2019-07-09,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타"
시몬스(해변),2019-07-09,15.0,가정용품,가구류,침대
JEEP (TV일반),2019-07-08,30.0,수송기기,수입자동차,수입지프
2019 프릴,2019-07-08,15.0,화장품및보건용품,세제류,세척제
전주맞춤훈련센터,2019-07-08,30.0,관공서및단체,중앙및지방관공서,지방자치단체
LG전자 이강인,2019-07-08,60.0,가정용전기전자,냉방및공기청정기,에어컨
컵밥(2019),2019-07-08,15.0,식품,대용식품,즉석밥및즉석죽
베뉴(취향),2019-07-08,30.0,수송기기,승용자동차,다목적승용차
헬로카봇,2019-07-08,20.0,가정용품,완구류,일반완구
FLO,2019-07-08,30.0,컴퓨터및정보통신,통신망,이동통신
르노삼성자동차 QM6 : 업그레이드편,2019-07-08,30.0,수송기기,승용자동차,다목적승용차
르노삼성자동차 QM6 : 업그레이드편,2019-07-08,20.0,수송기기,승용자동차,다목적승용차
르노삼성자동차 QM6 : THE NEW QM6 시승행사 편,2019-07-05,20.0,수송기기,승용자동차,다목적승용차
다이슨코리아 V11 : V11 Clean 이마트 편,2019-07-05,15.0,가정용전기전자,가사용전기전자,청소기
월트디즈니컴퍼니코리아 라이온킹 : 7월 개봉,2019-07-05,15.0,서비스,문화및공연,영화
월트디즈니컴퍼니코리아 라이온킹 : 7월 개봉,2019-07-05,15.0,서비스,문화및공연,영화
다이슨코리아 V11 : V11 Tech 이마트 편,2019-07-05,15.0,가정용전기전자,가사용전기전자,청소기
오난코리아,2019-07-05,15.0,가정용전기전자,냉방및공기청정기,선풍기
오난코리아,2019-07-05,15.0,가정용전기전자,냉방및공기청정기,선풍기
현대가구백화점(TV-20),2019-07-05,20.0,서비스,서비스기타,서비스기타
에스케이텔레콤 : 행복 커뮤니티 편,2019-07-05,45.0,서비스,서비스기타,서비스기업PR
동서식품 맥심 카카오프렌즈 : 여름 한정판 출시 편,2019-07-05,15.0,음료및기호식품,기호식품,커피및커피믹스
FLO,2019-07-05,45.0,컴퓨터및정보통신,통신망,이동통신
라이온킹(7월17일개봉-LOYAL),2019-07-05,15.0,서비스,문화및공연,영화
시몬스 침대 : 해변편,2019-07-04,15.0,가정용품,가구류,침대
굿베이스(김지원),2019-07-04,30.0,식품,건강식품,건강보조식품
안다르 에어쿨링 래쉬가드 : 에어쿨링 있지 편,2019-07-04,30.0,패션,스포츠전문복,스포츠웨어
전주비전대학교,2019-07-04,20.0,교육및복지후생,교육및복지후생기타,교육및복지후생기타
TV,2019-07-04,15.0,식품,수산품,수산품기타
안다르 에어쿨링 래쉬가드 : 에어쿨링 있지 편,2019-07-04,15.0,패션,스포츠전문복,스포츠웨어
새마을금고중앙회 MG새마을금고 : 행복가득편,2019-07-04,30.0,"금융,보험및증권",금융및보험,은행
웅진코웨이 정수기 : 깐깐하게 30th편,2019-07-04,15.0,가정용품,주방용품,정수기
새마을금고중앙회  MG새마을금고 기업PR :  금융을 딱 맞게 편,2019-07-04,30.0,"금융,보험및증권",금융및보험,은행
봉오동전투(TV),2019-07-04,15.0,서비스,문화및공연,영화
2019 아시아나항공_몽골취항,2019-07-04,15.0,수송기기,항공수송기기,항공수송기기기타
결연편,2019-07-04,60.0,관공서및단체,단체,민간단체
TV,2019-07-04,20.0,식품,수산품,수산품기타
시몬스(수영장),2019-07-04,15.0,가정용품,가구류,침대
엘라스틴,2019-07-04,15.0,화장품및보건용품,모발및목욕용제,"샴푸,린스"
엘지전자 휘센 디오스 : 이강인의 여름편,2019-07-04,60.0,가정용전기전자,냉방및공기청정기,에어컨
전주비전대학교,2019-07-04,20.0,교육및복지후생,교육및복지후생기타,교육및복지후생기타
웅진코웨이 정수기 : 깐깐하게 30th편,2019-07-04,30.0,가정용품,주방용품,정수기
고려식품 치킨스톰 : 바삭 바삭편,2019-07-04,20.0,서비스,음식및숙박,기타프랜차이즈점
새마을금고중앙회  MG새마을금고보험 : 행복가득 편,2019-07-04,15.0,"금융,보험및증권",금융및보험,은행
2019 아시아나항공_몽골취항,2019-07-04,15.0,수송기기,항공수송기기,항공수송기기기타
굿베이스(김지원),2019-07-04,15.0,식품,건강식품,건강보조식품
새마을금고중앙회 MG새마을금고 : 나에게 딱 맞는 금융편,2019-07-04,15.0,"금융,보험및증권",금융및보험,은행
한국인삼공사 알파프로젝트 : 복합설계편,2019-07-04,15.0,식품,건강식품,건강보조식품
새마을금고중앙회 MG새마을금고 : 금융을 딱 맞게편,2019-07-04,15.0,"금융,보험및증권",금융및보험,은행
새마을금고중앙회  MG새마을금고보험 : 행복가득 편,2019-07-04,15.0,"금융,보험및증권",금융및보험,은행
싱글대디_TV,2019-07-04,60.0,관공서및단체,단체,단체기타
시몬스(해먹),2019-07-04,15.0,가정용품,가구류,침대
르노삼성자동차 QM6 : 전국시승행사편,2019-07-04,30.0,수송기기,승용자동차,다목적승용차
알파(유지태-복합설계),2019-07-04,30.0,식품,건강식품,건강보조식품
사천시삼천포항자연산전어축제추진위원회 삼천포항 자연산 전어축제 : 2019년 재18회편,2019-07-04,20.0,서비스,문화및공연,지역 및 문화축제
소싱_Exost loop,2019-07-04,15.0,가정용품,완구류,완구류제품종합
대우건설 광양푸르지오 더퍼스트 : 처음 만나는편,2019-07-04,20.0,"건설,건재및부동산",건설,건설
안다르,2019-07-03,30.0,패션,스포츠전문복,스포츠웨어
영동군청_메이빌_삶의 피치를 올리자편_15,2019-07-03,15.0,식품,농산품,과실류원산
V11,2019-07-03,15.0,가정용전기전자,가사용전기전자,청소기
60계치킨신메뉴(6월),2019-07-03,30.0,서비스,음식및숙박,기타프랜차이즈점
의령소바 기찬메밀국수 : 가맹점모집편,2019-07-03,20.0,서비스,음식및숙박,대중음식점
센트룸 젠더,2019-07-03,15.0,식품,건강식품,건강식품제품종합
박카스,2019-07-03,15.0,제약및의료,대사성의약,자양강장제
60계치킨신메뉴(6월),2019-07-03,30.0,서비스,음식및숙박,기타프랜차이즈점
엘지생활건강 엘라스틴 : 프로폴리테라편,2019-07-03,15.0,화장품및보건용품,모발및목욕용제,"샴푸,린스"
하이마트_TV일반,2019-07-03,15.0,유통,대형유통,전자테마점
V11,2019-07-03,15.0,가정용전기전자,가사용전기전자,청소기
라엘,2019-07-03,15.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타
해운선사와 구직자 만남의날,2019-07-03,20.0,관공서및단체,단체,단체기타
나랏말싸미,2019-07-03,15.0,서비스,문화및공연,영화
메이킨Q,2019-07-02,15.0,제약및의료,소화위장약,변비치료제
TVCM,2019-07-02,20.0,서비스,스포츠및오락시설,공원및테마파크
듀오안_TV,2019-07-02,15.0,식품,유제품,유제품기타
메이킨Q,2019-07-02,15.0,제약및의료,소화위장약,변비치료제
메이킨Q,2019-07-02,15.0,제약및의료,소화위장약,변비치료제
필스역시즌핫세일20190731,2019-07-02,20.0,패션,패션기타,패션기타
앵콜요괴일자,2019-07-02,20.0,서비스,문화및공연,공연
조롱박축제 TV,2019-07-02,20.0,서비스,문화및공연,지역 및 문화축제
2019영동포도복숭아홍보(TV),2019-07-02,15.0,식품,농산품,과실류원산
에코나프,2019-07-02,15.0,가정용품,가구류,가구류제품종합
