광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,mid_cluster,major_cluster
엘지전자 LG WING : 벌써편,2020-10-16,60.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
삼성 그랑데 AI_30,2020-10-16,30.0,가정용전기전자,가사용전기전자,세탁기및건조기,2,A
삼성전자 삼성 제트 청소기 : 먼지통편,2020-10-16,15.0,가정용전기전자,가사용전기전자,청소기,2,A
LG WING : Wanna Go Higher편_30,2020-10-16,30.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
삼성 비스포크 김치플러스 : 김치편,2020-10-16,30.0,가정용전기전자,주방용전기전자,전기저장고,113,A
굿네이버스 : 보건의료편,2020-10-16,60.0,관공서및단체,단체,민간단체,36,D
삼성 그랑데 AI_30,2020-10-16,30.0,가정용전기전자,가사용전기전자,세탁기및건조기,2,A
2020창원조각비엔날레,2020-10-16,10.0,관공서및단체,단체,단체기타,36,D
현대자동차 코나 :님벌편,2020-10-16,15.0,수송기기,승용자동차,다목적승용차,71,K
LG WING : Wanna Go Higher편_60,2020-10-16,60.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
전북유니텍고등학교,2020-10-16,10.0,서비스,서비스기타,서비스기타,58,J
문경문화관광재단 : 2020 온라인 문경사과축제편,2020-10-16,20.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
LG WING : Wanna Go Higher편,2020-10-16,30.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
금산국제인삼약초연구소 GAP 인증기관,2020-10-16,10.0,관공서및단체,단체,민간단체,36,D
아르떼 미디어 : 진영패션아울렛 행사편,2020-10-16,30.0,기초재,농축수산기초재,종묘,35,H
수람개비온,2020-10-16,20.0,가정용품,가정용품기타,가정용품기타,6,B
미미월드 : 트윙클 체인지 미미헤어가방,2020-10-15,15.0,가정용품,완구류,작동완구,86,B
장스푸드 60계치킨 : 매일 새 기름편,2020-10-15,30.0,서비스,음식및숙박,기타프랜차이즈점,96,J
일룸 모션 라운지베드 : 나의 일룸 생활편,2020-10-15,15.0,가정용품,가구류,가정용가구,0,B
부산국제합창제 영상합창페스티벌,2020-10-15,10.0,서비스,서비스기타,서비스기타,58,J
기아자동차 : K5 다이나믹편,2020-10-15,30.0,수송기기,승용자동차,중형승용차,71,K
원티드랩 : 원티드 : 일 잘하는 애들의 커리어 플랫폼편,2020-10-15,30.0,서비스,개인서비스,직업소개,9,J
기아자동차 : K5 다이나믹편,2020-10-15,15.0,수송기기,승용자동차,중형승용차,71,K
장스푸드 60계치킨 : 매일 새 기름편,2020-10-15,15.0,서비스,음식및숙박,기타프랜차이즈점,96,J
K5 : Awake Your Dynamic편_10,2020-10-15,10.0,수송기기,승용자동차,중형승용차,71,K
빅토 미술로생각하기 : 미술로 생각하기 : 미래가 밝은 아이편,2020-10-15,15.0,교육및복지후생,교육기관,취미및레저학원,18,E
세이브더칠드런 정기후원 : 전주 고은이편,2020-10-15,60.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
맥도날드 케이준맥치킨 : 내가 알던 맥치킨이 아니다편_15,2020-10-15,15.0,서비스,음식및숙박,패스트푸드점,96,J
미디어리버티 : 한우 전북지부편,2020-10-15,20.0,그룹및기업광고,기타광고,기타기업기타,26,F
쌍용자동차 : ALL NEW 렉스턴 : 믿고. 간다편,2020-10-15,15.0,수송기기,승용자동차,다목적승용차,71,K
맥드라이브_30,2020-10-15,30.0,서비스,음식및숙박,패스트푸드점,96,J
세이브더칠드런 정기후원 :  브라더스편,2020-10-15,60.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
영실업 : 시크릿쥬쥬_내맘대로 패션시계편,2020-10-15,20.0,가정용품,완구류,완구류제품종합,86,B
미르4_30,2020-10-14,30.0,컴퓨터및정보통신,컴퓨터게임,모바일게임,126,R
"농업협동조합중앙회 NH농협 그룹 PR : 초협력, 유통편",2020-10-14,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",23,G
윔코리아  두리원 : 손 끼임 방지장치편,2020-10-14,15.0,"건설,건재및부동산",건재,창호,13,C
삼성전자 갤럭시S20 : S20 FE 5G 출시편,2020-10-14,30.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
뮤직카우 런칭 캠페인 : 음악이 안정적인 자산이된다편,2020-10-14,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",23,G
대원제약 콜대원 : 방해받지 않도록편,2020-10-14,15.0,제약및의료,감기약,종합감기약,8,P
현대백화점 현대아울렛 : SPACE1편,2020-10-14,15.0,유통,대형유통,백화점,39,M
유니베라 아임뮨 : 예전같지 않는 면역력편,2020-10-14,15.0,식품,건강식품,건강식품제품종합,10,L
삼성MSM100,2020-10-14,240.0,식품,건강식품,건강식품기타,10,L
마산대학교 : 수시 2차모집편,2020-10-14,20.0,교육및복지후생,교육및복지후생기타,교육및복지후생기타,19,E
퀸즈더블유,2020-10-14,10.0,"건설,건재및부동산",건설,건설제품종합,11,C
"농업협동조합중앙회 NH농협 그룹 PR : 초협력, 금융편",2020-10-14,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",23,G
농업협동조합중앙회 NH농협 그룹 PR : 초협력편,2020-10-14,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",23,G
국민권익위원회_정부보조금 부정수급 집중신고,2020-10-14,10.0,관공서및단체,중앙및지방관공서,중앙관공서,117,D
브레인트러스트 안동이지그라비스 : 2차분양편,2020-10-14,20.0,기초재,농축수산기초재,종묘,35,H
"엘지전자 : 오브제티저, 1차편",2020-10-14,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,5,A
스칸디에듀 브레인나우 : 민서편,2020-10-14,15.0,교육및복지후생,교육기관,유아유치원,18,E
대원제약 콜대원 : 멈추지 않도록편,2020-10-13,15.0,제약및의료,감기약,종합감기약,8,P
영실업 콩순이 : 코딩컴퓨터 파르페믹서기편,2020-10-13,20.0,가정용품,완구류,완구류제품종합,86,B
경동나비엔 나비엔 콘덴싱 : 그렇죠편,2020-10-13,15.0,가정용품,난방기기,보일러,28,B
롯데제과 빼빼로20 : 디데이를 위해편,2020-10-13,15.0,식품,제과,비스켓및쿠키,107,L
원 여수파르크원 웅천스위트포레 : 관람예약편,2020-10-13,20.0,"건설,건재및부동산",부동산임대및매매,주택임대및매매,52,C
쌍용자동차 렉스턴 : 올뉴렉스텐 티저편,2020-10-13,15.0,수송기기,승용자동차,다목적승용차,71,K
로이젠대전중리점 전품목 세일 : 완전 폐업편,2020-10-13,20.0,패션,정장의류,신사정장,106,S
이편한세상 순천 어반타워,2020-10-13,10.0,"건설,건재및부동산",부동산임대및매매,아파트임대및매매,52,C
미미월드 움직이는이모티콘 : GIF편,2020-10-13,15.0,가정용품,완구류,작동완구,86,B
퀸즈더블유,2020-10-13,10.0,"건설,건재및부동산",건설,건설제품종합,11,C
"현대자동차 코나 : 런칭, 거북이편",2020-10-13,30.0,수송기기,승용자동차,다목적승용차,71,K
대전광역시청 : 대전광역시 도시슬로건 홍보,2020-10-13,30.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
한국피앤지판매 다우니 : 미세먼지 막아주는 다우니편,2020-10-13,15.0,화장품및보건용품,세제류,섬유유연제,61,T
한국피앤지판매 다우니 : 미세먼지 막아주는 다우니편,2020-10-13,30.0,화장품및보건용품,세제류,섬유유연제,61,T
"현대자동차 : The new 코나 : I like the Nimble, 달팽이편",2020-10-13,30.0,수송기기,승용자동차,다목적승용차,71,K
아우디폭스바겐코리아 Jetta : 제대로 타다편,2020-10-13,15.0,수송기기,수입자동차,수입승용차,67,K
아리울마켓 아리울떡 : 자꾸 먹고 싶어지는편,2020-10-13,20.0,유통,특수유통,전자상거래,133,M
대원제약 콜대원 : 키즈 해열편,2020-10-13,15.0,제약및의료,감기약,종합감기약,8,P
비에스렌탈 비에스소닉 : 운동을 바꾸는 기술편,2020-10-13,30.0,가정용품,"취미,레저용품",헬스기구,122,B
미미월드 유모차타는 강아지 : 포미편,2020-10-12,15.0,가정용품,완구류,작동완구,86,B
씨젠 기업PR : 모두의 일상을 지켜내는 기술편,2020-10-12,30.0,제약및의료,제약및의료기타,제약및의료기업PR,109,P
에스케이텔레콤 V컬러링 : 한번 더편,2020-10-12,30.0,컴퓨터및정보통신,통신망,이동통신,130,R
두실지역주택조합 구서 시그니처 S : 다시 없을 기회편,2020-10-12,20.0,"건설,건재및부동산",건설,건설,11,C
자코모 : 300소파 컬렉션편,2020-10-12,15.0,가정용품,가구류,가정용가구,0,B
세이브더칠드런코리아 : 전주고은이편,2020-10-12,60.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
양덕 엘지베스트샵 양덕점 : 새단장 OPEN편,2020-10-12,20.0,유통,대형유통,전자테마점,39,M
미미월드 유모차타는 고양이 : 냥이편,2020-10-12,15.0,가정용품,완구류,작동완구,86,B
경동리인뷰,2020-10-12,10.0,"건설,건재및부동산",부동산임대및매매,아파트임대및매매,52,C
롯데제과 빼빼로20 : 프렌즈소개편,2020-10-12,15.0,식품,제과,비스켓및쿠키,107,L
에스케이텔레콤 V컬러링 : 만들어줘야지편,2020-10-12,30.0,컴퓨터및정보통신,통신망,이동통신,130,R
위너지비엠 2020대전청년주간 : 내일을 말하다편,2020-10-12,20.0,서비스,문화및공연,지역 및 문화축제,44,J
코엑스창원사무소 : 제19회 창원국제용접 및 절단자동화전,2020-10-12,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의",44,J
에스케이텔레콤 V컬러링 : 만들어줘야지편,2020-10-12,15.0,컴퓨터및정보통신,통신망,이동통신,130,R
에스케이텔레콤 V컬러링 : 정말 좋아편,2020-10-12,30.0,컴퓨터및정보통신,통신망,이동통신,130,R
위드인커뮤니케이션즈 : 품바 페스티벌 달성군편,2020-10-12,30.0,기초재,농축수산기초재,종묘,35,H
에스케이텔레콤 V컬러링 : 전화위복링편,2020-10-12,30.0,컴퓨터및정보통신,통신망,이동통신,130,R
임실군청 : 제5회 임실 김장 페스티벌,2020-10-12,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
에스케이텔레콤 V컬러링 : 매너링편,2020-10-12,30.0,컴퓨터및정보통신,통신망,이동통신,130,R
AIA슈퍼홈_리클라이너소파,2020-10-08,240.0,"금융,보험및증권",금융및보험,생명보험,24,G
동양물산기업 트랙터 : TS130편,2020-10-08,20.0,산업기기,농림축수산용기기,농림축산기기,32,I
2020 장애인 문화 예술 축제,2020-10-08,10.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
엘지전자 LG DIOS 김치톡톡 : 유산균김치,2020-10-08,45.0,가정용전기전자,주방용전기전자,전기저장고,113,A
아르떼미디어 : 울산점 롯데백화점 콜핑 본사통큰 대개방,2020-10-08,30.0,기초재,농축수산기초재,종묘,35,H
SK텔레콤 : 창덕ARirang at Home편,2020-10-08,60.0,컴퓨터및정보통신,통신망,이동통신,130,R
충청남도청 : 내포신도시 기업유치홍보편,2020-10-08,20.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
무신사 스탠다드 : 유아인편,2020-10-08,30.0,패션,캐주얼의류,캐주얼웨어,123,S
AIA슈퍼홈_리클라이너소파,2020-10-08,120.0,"금융,보험및증권",금융및보험,생명보험,24,G
코오롱글로벌 대전 하늘채 스카이앤 : 만나보세요편,2020-10-08,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산제품종합",12,C
무신사 스탠다드_유아인편_15,2020-10-08,15.0,패션,캐주얼의류,캐주얼웨어,123,S
경희 Crispy BAA BAA : 겨울나기편,2020-10-08,30.0,그룹및기업광고,기타광고,기타기업기타,26,F
아이링고 : 선물하세요편,2020-10-08,30.0,가정용품,완구류,"조립,모형완구",86,B
종근당건강 락토핏 : 맞춤형 생유산균편,2020-10-08,15.0,식품,건강식품,건강보조식품,10,L
창원그린엑스포,2020-10-08,10.0,서비스,문화및공연,"전시, 박람회 및 학술회의",44,J
태원시스템 : LG에어컨 공식대리점,2020-10-08,30.0,산업기기,산업기기기타,산업기기기타,55,I
리즈케이 퍼스트씨세럼 : 단1의비타민c 세럼편,2020-10-08,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,80,T
라이나암_질문의자편,2020-10-08,120.0,"금융,보험및증권",금융및보험,생명보험,24,G
SD365건설 : 건축 시공 인테리어편,2020-10-08,20.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",12,C
2021 전기 대학원 신입생 모집,2020-10-08,10.0,교육및복지후생,교육기관,대학대학원,18,E
무신사 스탠다드_유아인편_30,2020-10-08,30.0,패션,캐주얼의류,캐주얼웨어,123,S
무신사 : 다 무신사랑 해 브랜드편,2020-10-08,30.0,패션,캐주얼의류,캐주얼의류제품종합,123,S
다우니 실내건조 세탁세제 : 미세먼지철편,2020-10-08,15.0,화장품및보건용품,세제류,세탁세제,61,T
경희 Crispy BAA BAA : 겨울나기편,2020-10-08,30.0,그룹및기업광고,기타광고,기타기업기타,26,F
2020_용선어린이대회_자막광고,2020-10-08,10.0,서비스,문화및공연,스포츠행사,44,J
뉴트리 에버콜라겐 : 기왕 먹는거편,2020-10-08,30.0,식품,건강식품,건강보조식품,10,L
SK텔레콤 5G : 창덕ARirang편,2020-10-08,30.0,컴퓨터및정보통신,통신망,이동통신,130,R
엘지전자 LG DIOS 김치톡톡 : 20년 노하우편,2020-10-08,30.0,가정용전기전자,주방용전기전자,전기저장고,113,A
무신사 스탠다드 : 유아인편,2020-10-08,15.0,패션,캐주얼의류,캐주얼웨어,123,S
경동나비엔 나비엔 콘덴싱 : 그렇죠편,2020-10-08,15.0,가정용품,난방기기,보일러,28,B
경동나비엔 나비엔 콘덴싱 : 그렇죠 수정편,2020-10-08,30.0,가정용품,난방기기,보일러,28,B
장스푸드_붐도그_30,2020-10-08,30.0,식품,식품기타,식품기타,74,L
"굿네이버스 정기후원 : 영양실조,변우민편",2020-10-07,60.0,관공서및단체,단체,민간단체,36,D
김대중컨벤션센터 광주에이스페어 : 2020년편,2020-10-07,20.0,그룹및기업광고,기타광고,기타기업기타,26,F
ICT COG 아카데미 3기,2020-10-07,10.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,131,R
굿네이버스 : 변우민편,2020-10-07,60.0,관공서및단체,단체,민간단체,36,D
캐롯손해보험 캐롯퍼마일자동차보험 : 레스토랑편,2020-10-07,15.0,"금융,보험및증권",금융및보험,손해보험,24,G
삼성MSM100,2020-10-07,120.0,식품,건강식품,건강식품기타,10,L
MBC예다함TV소재_20년도,2020-10-07,180.0,서비스,개인서비스,경조서비스,9,J
삼성MSM100,2020-10-07,240.0,식품,건강식품,건강식품기타,10,L
에버콜라겐 : 기능성 인정 장미희편,2020-10-07,15.0,식품,건강식품,건강보조식품,10,L
에버콜라겐 : 기능성 인정 김사랑편,2020-10-07,15.0,식품,건강식품,건강보조식품,10,L
캐롯손해보험 캐롯퍼마일자동차보험 : 주차장편,2020-10-07,15.0,"금융,보험및증권",금융및보험,손해보험,24,G
하이모 레이디 : 볼륨이 살아야 자신감이 산다편,2020-10-07,15.0,화장품및보건용품,화장도구,가발류,136,T
엔젤피스예술단 더-파워콘서트_30,2020-10-07,30.0,서비스,문화및공연,문화및공연기타,44,J
삼성 갤럭시 S20 FE 5G : 갤럭시 팬들이 원하는 모든 것을 담아편,2020-10-07,30.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
경동나비엔 나비엔온수매트 : 매일 만나는 숙면가전편,2020-10-06,15.0,가정용품,난방기기,전기모포및장판,28,B
