광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,mid_cluster,major_cluster
디비손해보험_디비건강김치자르미_120,2021-04-13,120.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
분노의 질주 더 얼티메이트_15,2021-04-13,15.0,서비스,문화및공연,영화,44,J
울산 뉴시티 에일린의뜰,2021-04-13,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",12,C
분노의 질주 더 얼티메이트(네이버)_30,2021-04-13,30.0,서비스,문화및공연,영화,44,J
경기도청_기본소득박람회_30,2021-04-13,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
비와 당신의 이야기C_15,2021-04-13,15.0,서비스,문화및공연,영화,44,J
바른치킨 : 대새레드편_30,2021-04-13,30.0,식품,축산품,치킨가공품,120,L
비와 당신의 이야기,2021-04-13,6.0,서비스,문화및공연,영화,44,J
바른치킨_대새레드편_15,2021-04-13,15.0,식품,축산품,치킨가공품,120,L
남도골프_20,2021-04-13,20.0,서비스,서비스기타,서비스기타,58,J
분노의 질주 더 얼티메이트(네이버)_15,2021-04-13,15.0,서비스,문화및공연,영화,44,J
케이디쇼핑 : 속옷은 겉옷의 부속품이 아니다편_20,2021-04-13,20.0,유통,"소형,소매유통","소형,소매유통기타",62,M
삼성화재_무배당 행복한 안심파트너,2021-04-13,120.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
바른치킨 : 현미바사삭편_15,2021-04-13,15.0,식품,축산품,치킨가공품,120,L
세이브더칠드런 : 신구편,2021-04-13,60.0,관공서및단체,단체,민간단체,36,D
서산시청_서산뜨레_20,2021-04-13,20.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
비와 당신의 이야기B1_15,2021-04-13,15.0,서비스,문화및공연,영화,44,J
충북대 창업도약패키지_15,2021-04-13,15.0,서비스,서비스기타,서비스기타,58,J
바른치킨 : 현미바사삭편_30,2021-04-13,30.0,식품,축산품,치킨가공품,120,L
세이브더칠드런 : 유이편,2021-04-13,60.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
경기도청_기본소득박람회,2021-04-13,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
"라클라우드 : 김태희, 비_30",2021-04-13,30.0,가정용품,가정용품기타,가정용품기타,6,B
라클라우드 : 가정+비_30,2021-04-13,30.0,가정용품,가정용품기타,가정용품기타,6,B
영실업 베이블레이드버스트 : 다이너마이트 배틀 시리즈편,2021-04-13,15.0,가정용품,완구류,일반완구,86,B
맘스민_30,2021-04-12,30.0,식품,식품기타,식품기업PR,74,L
젝시믹스 코스메틱 : 애슬레저 뷰티의 시작편2_15,2021-04-12,15.0,화장품및보건용품,여성색조화장품,눈및입술색조화장품,81,T
위드림 보석 뽑기 스티커메이커_20,2021-04-12,20.0,가정용품,완구류,작동완구,86,B
젝시믹스 코스메틱 : 애슬레저 뷰티의 시작편2_30,2021-04-12,30.0,화장품및보건용품,여성색조화장품,눈및입술색조화장품,81,T
청호나이스 셀프 : 셀프 살균 세척편_15,2021-04-12,15.0,가정용전기전자,주방용전기전자,주방용전기전자기타,113,A
마켓컬리 : 마켓컬리 100원딜편,2021-04-12,15.0,유통,특수유통,전자상거래,133,M
전북군산 베이비페어_20,2021-04-12,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의",44,J
더마틱스 울트라 : 흉터전문편_15,2021-04-12,15.0,제약및의료,두피및피부용제,두피및피부용제기타,40,P
해피홈 스마트 리퀴드 : 모기에 대처하는 우리의 자세,2021-04-12,15.0,제약및의료,"백신,구충및살충제",살충및방충제,49,P
청호나이스 셀프 : 셀프 살균 세척편_15,2021-04-12,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
분노의 질주 더 얼티메이트(네이버)_15,2021-04-12,15.0,서비스,문화및공연,영화,44,J
성풍솔레드_20,2021-04-12,20.0,그룹및기업광고,기타광고,기타기업제품종합,26,F
까스텔바쟉 : 골프에 뻔한 드라마는 없다편_15,2021-04-12,15.0,패션,스포츠전문복,골프복,70,S
해링턴 플레이스 스마트밸리,2021-04-12,30.0,"건설,건재및부동산",부동산임대및매매,부동산임대및매매기타,52,C
"참소주 : 깨끗한 아침, 참편_15",2021-04-12,15.0,음료및기호식품,알콜음료,소주,78,N
힐링바이오 : 청인쾌장여배우,2021-04-12,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
파주운정가구단지 찐가구대박세일_20,2021-04-12,20.0,서비스,서비스기타,서비스기타,58,J
더뉴케이쓰리 : 미생 2021-프리런칭편_30,2021-04-12,30.0,수송기기,승용자동차,준중형승용차,71,K
힐링바이오 : 청인쾌장회장님,2021-04-12,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
"참소주 : 깨끗한 아침, 참편_15",2021-04-12,15.0,음료및기호식품,알콜음료,소주,78,N
제27회 함안수박 온라인축제_20,2021-04-12,20.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
재건갈비_20,2021-04-12,20.0,서비스,음식및숙박,대중음식점,96,J
입주명장 : 믿는 구석이 있다 곽도원편A_15,2021-04-12,15.0,서비스,서비스기타,서비스기타,58,J
위닉스 텀블 : 바른 세탁과 바른 건조의 시작편_15,2021-04-12,15.0,가정용전기전자,가사용전기전자,세탁기및건조기,2,A
오비맥주 카스 : 싹 바뀐 올 뉴 카스편,2021-04-12,15.0,음료및기호식품,알콜음료,맥주,78,N
아디다스 : 모하메드 살라편_30,2021-04-12,30.0,패션,스포츠전문복,스포츠전문복제품종합,70,S
위닉스 텀블 : 바른 세탁과 바른 건조의 시작편_30,2021-04-12,30.0,가정용전기전자,가사용전기전자,세탁기및건조기,2,A
분노의 질주 더 얼티메이트(대개봉)_15,2021-04-12,15.0,서비스,문화및공연,영화,44,J
라미실 원스 : 무좀을 단 한번에편_15,2021-04-12,15.0,제약및의료,두피및피부용제,무좀치료제,40,P
아이에스동서 기업PR_20,2021-04-12,20.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",12,C
카스 : 싹(ssac)편_30,2021-04-12,30.0,음료및기호식품,알콜음료,맥주,78,N
위드림 보석 뽑기 스티커메이커,2021-04-12,20.0,가정용품,완구류,작동완구,86,B
제천 장락동 의류 행사,2021-04-09,30.0,기초재,농축수산기초재,종묘,35,H
락토바이옴 스킨 : 무엇이 우리의 피부건강을 바꿀까요_30,2021-04-09,30.0,식품,건강식품,건강식품기타,10,L
멕시카나치킨 달콤라떼 치킨 : 달라편B_15,2021-04-09,15.0,식품,축산품,치킨가공품,120,L
락토바이옴 스킨 : 브랜드편_15,2021-04-09,15.0,식품,건강식품,건강식품제품종합,10,L
쉐보레 트레일블레이저 : 썸머라이드_30,2021-04-09,30.0,수송기기,승용자동차,다목적승용차,71,K
코웨이 아이콘 정수기 : 관리편리편_15,2021-04-09,15.0,가정용전기전자,주방용전기전자,주방용전기전자기타,113,A
코웨이 아이콘 정수기 : 크기소음편_30,2021-04-09,30.0,가정용전기전자,주방용전기전자,주방용전기전자기타,113,A
낙타표 천수 흙돌침대 효도세일,2021-04-09,20.0,유통,"소형,소매유통",가구대리점,62,M
코웨이 슬립케어 매트리스 : BTS는 잘 잡니다편A-3_15,2021-04-09,15.0,가정용품,가구류,침대,0,B
코웨이 슬립케어 매트리스 : BTS는 잘 잡니다편A-1_15,2021-04-09,15.0,가정용품,가구류,침대,0,B
해피클린 : 장건강엔 해피클린편_15,2021-04-09,15.0,식품,건강식품,건강식품기타,10,L
코웨이 아이콘 정수기 : 관리편리편_30,2021-04-09,30.0,가정용전기전자,주방용전기전자,주방용전기전자기타,113,A
콜핑본사 행사 경남,2021-04-09,30.0,기초재,농축수산기초재,종묘,35,H
리앤스시_20,2021-04-09,20.0,서비스,음식및숙박,대중음식점,96,J
씨제이오쇼핑_더엣지,2021-04-09,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
엘지 오브제 컬렉션 : 모던편_45,2021-04-09,45.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,5,A
콜핑 : 가치있는 캠핑편_30,2021-04-09,30.0,패션,스포츠전문복,등산및낚시복,70,S
냠냠파워자판기_15,2021-04-09,15.0,가정용품,완구류,일반완구,86,B
락토바이옴 스킨 : 무엇이 우리의 피부건강을 바꿀까요_30,2021-04-09,30.0,식품,건강식품,건강식품제품종합,10,L
엘지 오브제 컬렉션 : 내추럴편_45,2021-04-09,45.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,5,A
지프 : 어드벤처 데이즈 80주년편_15,2021-04-09,15.0,수송기기,수입자동차,수입지프,67,K
바나나맛우유 : 씻고바유편_15,2021-04-09,15.0,음료및기호식품,비알콜음료,비알콜음료제품종합,53,N
아이클리어 : 쇼핑몰편_15,2021-04-09,15.0,식품,건강식품,건강식품제품종합,10,L
아이클리어 : 헬스장편_30,2021-04-09,30.0,식품,건강식품,건강식품제품종합,10,L
코웨이 슬립케어 매트리스 : BTS는 잘 잡니다편A-2_15,2021-04-09,15.0,가정용품,가구류,침대,0,B
경기도청_기본소득박람회(케이블)_30,2021-04-09,30.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
콜핑 : 가치있는 캠핑편_15,2021-04-09,15.0,패션,스포츠전문복,등산및낚시복,70,S
2021 부산 홈리빙&생활용품 전시회_10,2021-04-09,10.0,서비스,문화및공연,"전시, 박람회 및 학술회의",44,J
콜핑 : 가치있는 캠핑편_30,2021-04-09,30.0,패션,스포츠전문복,등산및낚시복,70,S
냠냠파워자판기_20,2021-04-09,20.0,가정용품,완구류,일반완구,86,B
임금님표 이천 : 맛있는 상상을 맛보다편,2021-04-09,15.0,그룹및기업광고,기타광고,기타기업제품종합,26,F
멕시카나치킨 달콤라떼 치킨 : 바리스타편B_15,2021-04-09,15.0,식품,축산품,치킨가공품,120,L
엘지 올레드 이보 : 대자연편_60,2021-04-09,60.0,가정용전기전자,영상기기,TV,84,A
콜핑 : 가치있는 캠핑편_15,2021-04-09,15.0,패션,스포츠전문복,등산및낚시복,70,S
엘지_올레드티비_인류의표정편A,2021-04-09,60.0,가정용전기전자,영상기기,TV,84,A
철산역 메트로빌_30,2021-04-09,30.0,"건설,건재및부동산",부동산임대및매매,부동산임대및매매기타,52,C
아이더 투어링웨어 : 여행을입다편A_15,2021-04-09,15.0,패션,스포츠전문복,스포츠전문복제품종합,70,S
광동 흑미차 : 나.다운.나 광동 흑미차편,2021-04-09,15.0,음료및기호식품,비알콜음료,차음료기타,53,N
멕시카나치킨 달콤라떼 치킨 : 바리스타편A_15,2021-04-09,15.0,식품,축산품,치킨가공품,120,L
락토바이옴 스킨 : 무엇이 우리의 피부건강을 바꿀까요_15,2021-04-09,15.0,식품,건강식품,건강식품제품종합,10,L
아디다스 : 모하메드 살라편_30,2021-04-09,30.0,패션,스포츠전문복,스포츠전문복제품종합,70,S
멕시카나치킨 달콤라떼 치킨 : 달라편A_15,2021-04-09,15.0,식품,축산품,치킨가공품,120,L
스케쳐스 고워크 하이퍼 버스트(21SS TVC 클린)_15,2021-04-09,15.0,패션,신발류,신발류제품종합,76,S
스케쳐스 고워크 하이퍼 버스트(21SS TVC 체험단2)_15,2021-04-09,15.0,패션,신발류,신발류제품종합,76,S
아이더 투어링웨어 : 여행을입다편_15,2021-04-09,30.0,패션,스포츠전문복,스포츠전문복제품종합,70,S
코웨이 아이콘 정수기 : 크기편_15,2021-04-09,15.0,가정용전기전자,주방용전기전자,주방용전기전자기타,113,A
아이더 투어링웨어 : 여행을입다편B_15,2021-04-09,15.0,패션,스포츠전문복,스포츠전문복제품종합,70,S
코웨이 아이콘 정수기 : 관리+크기_60,2021-04-09,60.0,가정용전기전자,주방용전기전자,주방용전기전자기타,113,A
에스케이매직 올인원 직수 얼음정수기_30,2021-04-09,30.0,가정용품,주방용품,정수기,114,B
아이클리어 : 헬스장편_15,2021-04-09,15.0,식품,건강식품,건강식품제품종합,10,L
로이젠 대구 달서점,2021-04-09,20.0,기초재,농축수산기초재,종묘,35,H
경기도청_기본소득박람회(지상파)_30,2021-04-09,30.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
유라이크 사파이어 쿨링 제모의료기기 : 내 맘대로 할래편_15,2021-04-08,15.0,제약및의료,의료기기,의료기기기타,98,P
에스케이텔레콤 브이컬러링 : 러브 갤럭시 S21 피는 못 속이링편,2021-04-08,30.0,컴퓨터및정보통신,통신망,이동통신,130,R
영월군_제54회 단종문화제_30,2021-04-08,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
코에픽 : 코에픽송편,2021-04-08,15.0,제약및의료,의료기기,의료기기기타,98,P
도브 촉촉 라이트 샤워,2021-04-08,15.0,화장품및보건용품,모발및목욕용제,목욕및바디제품,42,T
지프_80주년편_15,2021-04-08,15.0,수송기기,수입자동차,수입지프,67,K
바프 : 휴일편_지에스_15,2021-04-08,15.0,식품,식품기타,식품기타,74,L
에프에프나인_15,2021-04-08,15.0,서비스,문화및공연,영화,44,J
에프에프나인_C1_8,2021-04-08,8.0,서비스,문화및공연,영화,44,J
크니쁘니_이벤트_15,2021-04-08,15.0,음료및기호식품,비알콜음료,기타과실음료,53,N
한국주택금융공사 : 함께편,2021-04-08,40.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
젝시믹스 코스메틱 : 애슬레저 뷰티의 시작편_2_15,2021-04-08,15.0,화장품및보건용품,여성색조화장품,눈및입술색조화장품,81,T
쥬라기월드_리얼액션티렉스,2021-04-08,20.0,가정용품,완구류,완구류제품종합,86,B
유라이크 사파이어 쿨링 제모의료기기 : 내 맘대로 할래편_30,2021-04-08,30.0,제약및의료,의료기기,의료기기기타,98,P
바프 : 일상편_지에스_15,2021-04-08,15.0,식품,식품기타,식품기타,74,L
케이디쇼핑_15,2021-04-08,15.0,유통,"소형,소매유통","소형,소매유통제품종합",62,M
바디프랜드 : 비&태희 가정의 달편_15,2021-04-08,15.0,가정용품,가정용품기타,가정용품기타,6,B
동래원조산곰장어,2021-04-08,30.0,서비스,음식및숙박,음식및숙박기타,96,J
누구나홀딱반한닭 : 시작편_30,2021-04-08,30.0,식품,축산품,치킨가공품,120,L
일양약품_눈건강간건강,2021-04-08,120.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
어린이국악극_우리랑진도깨비_20,2021-04-08,20.0,관공서및단체,중앙및지방관공서,중앙관공서,117,D
쉐보레 트레일블레이저 : 썸머라이드편_15,2021-04-08,15.0,수송기기,승용자동차,다목적승용차,71,K
바프 : 일상편_씨유_15,2021-04-08,15.0,식품,식품기타,식품기타,74,L
엘지 오브제 컬렉션 : 블러썸편,2021-04-08,45.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,5,A
시크릿쥬쥬_시크릿 여신 피아노_20,2021-04-08,20.0,가정용품,완구류,일반완구,86,B
이상해유산균,2021-04-08,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
부산시청_가덕도신공항,2021-04-08,30.0,관공서및단체,관공서및단체기타,관공서및단체제품종합,16,D
인코코 : 종합편_30,2021-04-08,30.0,패션,패션기타,패션기타,134,S
누구나홀딱반한닭 : 반해편_15,2021-04-08,15.0,식품,축산품,치킨가공품,120,L
"인코코 : 네츄럴 본, 임상아편_30",2021-04-08,30.0,패션,패션기타,패션기타,134,S
누구나홀딱반한닭 : 반해편_30,2021-04-08,30.0,식품,축산품,치킨가공품,120,L
고려은단 멀티비타민 올인원 : 한국인 영양에 딱.맞춤편,2021-04-08,60.0,식품,건강식품,건강보조식품,10,L
컨디션 : 확 깬 상태편_30,2021-04-08,30.0,음료및기호식품,비알콜음료,기능성건강음료,53,N
아이에스동서 기업_20,2021-04-08,20.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",12,C
에스케이텔레콤 브이컬러링 : 러브 갤럭시 S21 밤에 더 빛나링편,2021-04-08,30.0,컴퓨터및정보통신,통신망,이동통신,130,R
에스케이텔레콤 브이컬러링 : 러브 갤럭시 S21 숨은 연아 찾으링편,2021-04-08,30.0,컴퓨터및정보통신,통신망,이동통신,130,R
로타릭스 : 3세대백신편_15,2021-04-08,15.0,제약및의료,"백신,구충및살충제",예방백신,49,P
에프에프나인_15,2021-04-08,15.0,서비스,문화및공연,영화,44,J
에프에프나인_C2_8,2021-04-08,8.0,서비스,문화및공연,영화,44,J
누구나홀딱반한닭 : 시작편_15,2021-04-08,15.0,식품,축산품,치킨가공품,120,L
금사랑 금거래소_20,2021-04-08,20.0,패션,패션기타,패션기타,134,S
휴테크 : 아지트편_15,2021-04-08,15.0,"건설,건재및부동산",건설,건설제품종합,11,C
문화체육관광부_코로나19예방접종,2021-04-08,40.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
젝시믹스 코스메틱 : 애슬레저 뷰티의 시작편_2_30,2021-04-08,30.0,화장품및보건용품,여성색조화장품,눈및입술색조화장품,81,T
바이트 초이카 하이퍼_20,2021-04-08,20.0,가정용품,완구류,완구류제품종합,86,B
김해시청_메가시티_20,2021-04-08,20.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
컨디션 : 확 깬 상태편_15,2021-04-08,15.0,음료및기호식품,비알콜음료,기능성건강음료,53,N
공익광고_굿 라이더_30,2021-04-08,30.0,관공서및단체,중앙및지방관공서,중앙관공서,117,D
함평스톤델리아,2021-04-08,20.0,서비스,광고및정보서비스,광고및정보서비스제품종합,17,J
바프 : 휴일편_씨유_15,2021-04-08,15.0,식품,식품기타,식품기타,74,L
바디프랜드 : 비&태희 가정의 달편_30,2021-04-08,30.0,가정용품,가정용품기타,가정용품기타,6,B
달님이 달달 베이커리_15,2021-04-08,15.0,가정용품,완구류,일반완구,86,B
청호나이스 셀프 : 셀프 살균 세척편,2021-04-08,15.0,가정용품,주방용품,정수기,114,B
바프 : 일상편_15,2021-04-08,15.0,식품,식품기타,식품기타,74,L
바프 : 휴일편_세븐일레븐_15,2021-04-08,15.0,식품,식품기타,식품기타,74,L
아이에스동서 기업,2021-04-08,20.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",12,C
크니쁘니_이벤트_5,2021-04-08,5.0,음료및기호식품,비알콜음료,기타과실음료,53,N
달님이 달달 베이커리_20,2021-04-08,20.0,가정용품,완구류,일반완구,86,B
쉐보레 트레일블레이저 : 썸머라이드편_30,2021-04-08,30.0,수송기기,승용자동차,다목적승용차,71,K
대덕브라운스톤,2021-04-08,20.0,"건설,건재및부동산",부동산임대및매매,아파트임대및매매,52,C
휴테크 : 아지트편_30,2021-04-08,30.0,"건설,건재및부동산",건설,건설제품종합,11,C
초이락_초이카_트랙2종_스톰템페,2021-04-08,20.0,가정용품,완구류,완구류제품종합,86,B
장수돌침대 : 별이 다섯개편_30,2021-04-07,30.0,가정용품,가구류,침대,0,B
락피도,2021-04-07,15.0,식품,건강식품,건강보조식품,10,L
탈출 유령의 성,2021-04-07,15.0,가정용품,완구류,일반완구,86,B
도미노피자 : 에코워크위켄드편,2021-04-07,15.0,식품,제빵,"햄버거,피자및샌드위치",108,L
기아자동차_케이8 낯선 여행_30,2021-04-07,30.0,수송기기,승용자동차,대형승용차,71,K
카누 라떼_돌체민트,2021-04-07,15.0,식품,식품기타,식품제품종합,74,L
위닉스_30,2021-04-07,30.0,가정용전기전자,가사용전기전자,세탁기및건조기,2,A
한국자산관리공사 캠코_A_40,2021-04-07,40.0,그룹및기업광고,그룹광고,그룹PR,21,F
케어네이션 : 보호자편_30,2021-04-07,30.0,서비스,서비스기타,서비스기타,58,J
케어네이션 : 보호자편_15,2021-04-07,15.0,서비스,서비스기타,서비스기타,58,J
센시안릴렉스_30,2021-04-07,30.0,제약및의료,의료기기,의료기기기타,98,P
기아 케이8 낯선 하루_30,2021-04-07,30.0,수송기기,승용자동차,대형승용차,71,K
샘표식품_새미네 김치_15,2021-04-07,15.0,식품,조미향신료,조미향신료제품종합,111,L
엉뚱발랄 콩순이 알록달록 아이스크림 가게 : 아이스크림 먹을까편,2021-04-07,15.0,가정용품,완구류,작동완구,86,B
장수돌침대 : 별이 다섯개편_15,2021-04-07,15.0,가정용품,가구류,침대,0,B
기아자동차_케이8 낯선 여행_15,2021-04-07,15.0,수송기기,승용자동차,대형승용차,71,K
새미네부엌 : 종합편_15,2021-04-07,15.0,식품,조미향신료,조미향신료제품종합,111,L
기아 케이8 낯선 음악_A_30,2021-04-07,30.0,수송기기,승용자동차,대형승용차,71,K
제주창조경제혁신센터 기업 PR 테크편,2021-04-07,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
차홍볼륨컬러,2021-04-07,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,5,A
푸라닭 : 고추마요편_15,2021-04-07,15.0,식품,축산품,치킨가공품,120,L
기아 케이8 낯선 음악_B_30,2021-04-07,30.0,수송기기,승용자동차,대형승용차,71,K
굿네이버스 인터내셔날_이혜숙편 보건의료_60,2021-04-07,60.0,관공서및단체,단체,민간단체,36,D
한국주택금융공사_포용금융_40,2021-04-07,40.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",23,G
케어네이션 : 간병인편_30,2021-04-07,30.0,서비스,서비스기타,서비스기타,58,J
영화 서복_15,2021-04-07,15.0,서비스,문화및공연,영화,44,J
에프앤디넷_락피도 지마켓_15,2021-04-07,15.0,식품,건강식품,건강보조식품,10,L
케어네이션 : 간병인편_15,2021-04-07,15.0,서비스,서비스기타,서비스기타,58,J
락피도,2021-04-07,15.0,식품,건강식품,건강보조식품,10,L
장수돌침대 : 별이 다섯개편_30,2021-04-07,30.0,가정용품,가구류,침대,0,B
카누 라떼_바닐라티라미수,2021-04-07,15.0,식품,식품기타,식품제품종합,74,L
잇츠온 케어온_단독_30,2021-04-07,30.0,식품,식품기타,식품기타,74,L
위닉스_15,2021-04-07,15.0,가정용전기전자,가사용전기전자,세탁기및건조기,2,A
기아 케이8 낯선 음악_A_15,2021-04-07,15.0,수송기기,승용자동차,대형승용차,71,K
잇츠온 케어온_단독_15,2021-04-07,15.0,식품,식품기타,식품기타,74,L
케어네이션 : 간병인편_15,2021-04-07,15.0,서비스,서비스기타,서비스기타,58,J
장수돌침대 : 별이 다섯개편_15,2021-04-07,15.0,가정용품,가구류,침대,0,B
제스프리 : 신나리셔스편,2021-04-07,15.0,식품,농산품,농산품제품종합,33,L
기아자동차_케이8 낯선 여행B_15,2021-04-07,15.0,수송기기,승용자동차,대형승용차,71,K
맥도날드 뉴맥카페 : 조인성 커피편_15,2021-04-07,15.0,식품,제빵,"햄버거,피자및샌드위치",108,L
기아 케이8 낯선 하루_15,2021-04-07,15.0,수송기기,승용자동차,대형승용차,71,K
에프앤디넷_락피도 기본_15,2021-04-07,15.0,식품,건강식품,건강보조식품,10,L
삼성카드 : 아멕스 메탈에디션편_15,2021-04-07,15.0,"금융,보험및증권",금융및보험,신용카드,24,G
굿네이버스_보건의료_정보석편_60,2021-04-07,60.0,관공서및단체,단체,민간단체,36,D
센시안릴렉스_15,2021-04-07,15.0,제약및의료,의료기기,의료기기기타,98,P
폭스바겐_티록_슬기편_15,2021-04-07,15.0,수송기기,수입자동차,수입다목적승용차,67,K
푸라닭 : 블랙알리오편_15,2021-04-07,15.0,식품,축산품,치킨가공품,120,L
새미네부엌 : 반찬소스편_15,2021-04-07,15.0,식품,조미향신료,조미향신료제품종합,111,L
종근당건강_락토바이옴_30,2021-04-06,30.0,식품,건강식품,건강식품기타,10,L
다우닝_15,2021-04-06,15.0,가정용품,가구류,가정용가구,0,B
종근당건강_락토바이옴 스킨편_15,2021-04-06,15.0,식품,건강식품,건강식품제품종합,10,L
프롬바이오_보스웰리아_30,2021-04-06,30.0,식품,건강식품,건강보조식품,10,L
컬리_마켓컬리 100원딜_15,2021-04-06,15.0,유통,특수유통,전자상거래,133,M
잡코리아 : 잡코리아가 코리아의 70's에게편,2021-04-06,30.0,서비스,개인서비스,직업소개,9,J
로이츠나인_글로리테이지_30,2021-04-06,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
종근당건강_락토바이옴 브랜드편_15,2021-04-06,15.0,식품,건강식품,건강식품제품종합,10,L
토이트론_달님이 달달 베이커리_15,2021-04-06,15.0,가정용품,완구류,일반완구,86,B
기아자동차_케이8 낯선 여행_30,2021-04-06,30.0,수송기기,승용자동차,대형승용차,71,K
토이트론_달님이 달달 베이커리_20,2021-04-06,20.0,가정용품,완구류,일반완구,86,B
유한양행 해피홈 밴드 : 착붙편_15,2021-04-06,15.0,제약및의료,의료용품,밴드류,100,P
예다함상조_15,2021-04-06,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
잡코리아 : 잡코리아가 코리아의 90's에게편,2021-04-06,30.0,서비스,개인서비스,직업소개,9,J
한국야쿠르트_A_30,2021-04-06,30.0,그룹및기업광고,그룹광고,그룹PR,21,F
파운트_묻어두지 마세요편_15,2021-04-06,15.0,"금융,보험및증권",금융및보험,종합금융,24,G
아이코닉스_타요 소방 센터 플레이세트_20,2021-04-06,20.0,가정용품,완구류,작동완구,86,B
삼성전자_비스포크 큐브에어_15,2021-04-06,15.0,가정용전기전자,냉방및공기청정기,공기청정기,31,A
잡코리아 : 잡코리아가 코리아의 80's에게편,2021-04-06,30.0,서비스,개인서비스,직업소개,9,J
기아자동차_케이8 낯선 여행_15,2021-04-06,15.0,수송기기,승용자동차,대형승용차,71,K
종근당건강_아이클리어 차인표_30,2021-04-06,30.0,식품,건강식품,건강식품제품종합,10,L
다우닝_30,2021-04-06,30.0,가정용품,가구류,가정용가구,0,B
컬리_마켓컬리 무료배송_15,2021-04-06,15.0,유통,특수유통,전자상거래,133,M
제주창조경제혁신센터 _로컬편_30,2021-04-06,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
종근당건강_아이클리어 차인표_15,2021-04-06,15.0,식품,건강식품,건강식품제품종합,10,L
푸른친구들_데커신_60,2021-04-06,60.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
전라남도청_20,2021-04-06,20.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
기아자동차_케이8 낯선 하루_15,2021-04-06,15.0,수송기기,승용자동차,대형승용차,71,K
프롬바이오_매스틱_15,2021-04-06,15.0,식품,건강식품,건강식품기타,10,L
이상해 유산균_15,2021-04-06,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
프롬바이오_매스틱_30,2021-04-06,30.0,식품,건강식품,건강식품기타,10,L
종근당건강_아이클리어 차인표_15,2021-04-06,15.0,식품,건강식품,건강식품제품종합,10,L
삼성전자_비스포크 큐브에어_45,2021-04-06,45.0,가정용전기전자,냉방및공기청정기,공기청정기,31,A
에이블리_런칭편_15,2021-04-06,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,131,R
에프씨에이코리아_지프 80주년_15,2021-04-06,15.0,수송기기,수입자동차,수입지프,67,K
한국야쿠르트_A_15,2021-04-06,15.0,그룹및기업광고,그룹광고,그룹PR,21,F
기아자동차_케이8 낯선 하루_30,2021-04-06,30.0,수송기기,승용자동차,대형승용차,71,K
장스푸드_60계치킨 호랑이치킨_60,2021-04-06,60.0,서비스,음식및숙박,기타프랜차이즈점,96,J
장스푸드_60계치킨 호랑이치킨_15,2021-04-06,15.0,서비스,음식및숙박,기타프랜차이즈점,96,J
프롬바이오_보스웰리아_15,2021-04-06,15.0,식품,건강식품,건강보조식품,10,L
대우건설_김해푸르지오2차_30,2021-04-06,30.0,"건설,건재및부동산",부동산임대및매매,부동산임대및매매기타,52,C
한국야쿠르트_30,2021-04-06,30.0,그룹및기업광고,그룹광고,그룹PR,21,F
윤갤러리_20,2021-04-06,20.0,가정용품,가구류,가구류기타,0,B
