행 번호,광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,AISAC_URL,실제재생초수
26208,펩시콜라_치킨엔펩시편_15,2021-08-06,15.0,음료및기호식품,비알콜음료,콜라,한국펩시콜라(주),그룹엠코리아 주식회사,(주)어썸커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809737H01_1_21-TX-08-023,15.02
26209,또봇V 타이탄V_15,2021-08-06,15.0,가정용품,완구류,일반완구,주식회사 영실업,(주)대홍기획,프로덕션디젤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809782H01_1_21-TH-08-186,15.02
26210,또봇V_타이탄V,2021-08-06,30.0,가정용품,완구류,일반완구,주식회사 영실업,(주)대홍기획,프로덕션디젤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809781H01_1_21-TH-08-187,30.03
26211,데시앙 : 시대와 교감하다편_30,2021-08-06,30.0,"건설,건재및부동산",건설,건설,(주)태영건설,(주)에스비에스엠앤씨,생각을걷다,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/813609H01_1_21-TH-10-533,30.03
26212,제10회 빛고을핸드메이드페어_15,2021-08-06,15.0,서비스,문화및공연,"전시, 박람회 및 학술회의",(재)광주디자인진흥원,한국언론진흥재단,엠바이엠미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809749H01_1_21-TH-08-176,15.02
26213,펩시 : 맛있는 순간엔 펩시와 함께편_15,2021-08-06,15.0,음료및기호식품,비알콜음료,콜라,한국펩시콜라(주),그룹엠코리아 주식회사,(주)어썸커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809736H01_1_21-TX-08-024,15.02
26215,기아 EV6 : 플로깅편A_30,2021-08-06,30.0,수송기기,승용자동차,친환경승용자동차,기아 주식회사,(주)이노션,생각을걷다,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809768H01_1_21-TH-08-180,30.03
26216,뉴트리원라이프 비비랩 : 고현정의 비비랩편_45,2021-08-06,45.0,식품,건강식품,건강보조식품,주식회사 뉴트리원,(주)휘닉스커뮤니케이션즈,플랜잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809741H01_1_21-TH-08-164,45.05
26218,싱크홀 : 올여름 재난 버스터가 온다편_15,2021-08-06,15.0,서비스,문화및공연,영화,(주)쇼박스,(주)에이치에스애드,하하하 필름,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809787H01_1_21-TH-08-189,15.02
26220,리드코프 : 돈워리편_15,2021-08-06,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,리드코프,씨제이이앤엠,도그빌,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809732H01_1_21-HC-08-010,15.02
26221,씰리침대_맞닿는 모든 순간,2021-08-06,15.0,가정용품,가구류,침대,씰리코리아컴퍼니유한회사,함샤우트두들,ARTE(아르떼),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809788H01_1_21-TH-08-190,15.02
26222,볼보 XC90 A,2021-08-06,15.0,수송기기,수입자동차,수입승용차,볼보자동차코리아(공동),그룹엠코리아 주식회사,그레이월드와이드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/827066H01_1_22-TH-07-233,30.03
26224,The Kia EV6 : Inspiring Every Journey ㅣ 풍력발전,2021-08-06,35.0,수송기기,승용자동차,친환경승용자동차,기아 주식회사,(주)이노션,이노션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809766H01_1_21-TH-08-182,30.03
26225,볼보 XC90_B_15,2021-08-06,15.0,수송기기,수입자동차,수입승용차,볼보자동차코리아(공동),그룹엠코리아 주식회사,그레이월드와이드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809748H01_1_21-TH-08-174,15.02
26226,광동 침향환_황금배합,2021-08-06,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,광동제약,빅밴드,슈퍼마켓크리에이티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809777H01_1_21-HC-08-013,15.02
26227,코스메쉐프 흑당고 : 각질제거편_15,2021-08-06,15.0,화장품및보건용품,가정용화장품,가정용기초화장품,주식회사 코스메쉐프,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/813070H01_1_21-TH-10-111,15.02
26229,기아 EV6 : 풍력발전편_60,2021-08-06,60.0,수송기기,승용자동차,친환경승용자동차,기아 주식회사,(주)이노션,"생각을걷다, 러브앤드머니",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809767H01_1_21-TH-08-181,60.06
26230,연극 한여름밤의 꿈_20,2021-08-06,20.0,서비스,문화및공연,연극,부산광역시해운대구문화회관,한국언론진흥재단,(주)경남미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809744H01_1_21-TH-08-170,20.02
26231,코스메쉐프 흑당고 : 피부혈행편_15,2021-08-06,15.0,화장품및보건용품,가정용화장품,가정용기초화장품,주식회사 코스메쉐프,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/813073H01_1_21-TH-10-118,15.02
26232,고피자 : 1인 피자의 시작편_15,2021-08-06,15.0,식품,제빵,"햄버거,피자및샌드위치",주식회사 고피자,(주)오리콤,"APC, 착(CHAC)",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809738H01_1_21-TX-08-025,15.02
26233,고피자 : 1인 피자의 시작편_30,2021-08-06,30.0,식품,제빵,"햄버거,피자및샌드위치",주식회사 고피자,(주)오리콤,"APC, 착(CHAC)",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809855H01_1_21-TX-08-027,30.03
26234,언더아머 : 종합편_15,2021-08-05,15.0,패션,스포츠전문복,스포츠전문복제품종합,(유)언더아머코리아,(주)엘베스트 커뮤니케이션즈,슈퍼마켓크리에이티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809683H01_1_21-TH-08-134,15.02
26235,2021 부산국제광고제,2021-08-05,20.0,서비스,광고및정보서비스,광고대행,(주)커뮤니케이션창,(주)커뮤니케이션창,커뮤니케이션창,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809714H01_1_21-TH-08-149,20.02
26236,셀러비_15,2021-08-05,15.0,서비스,서비스기타,서비스기업PR,셀러비코리아,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810398H01_1_21-TH-08-651,15.02
26237,셀러비 : 다운받는 순간 셀럽이 된다편_15,2021-08-05,15.0,서비스,서비스기타,서비스기업PR,셀러비코리아,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810264H01_1_21-TH-08-561,15.02
26238,달님이 구급차병원_15,2021-08-05,15.0,가정용품,완구류,일반완구,(주)토이트론,그룹엠코리아 주식회사,파인애플픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809721H01_1_21-TH-08-153,15.02
26239,네이버앱 :  QR체크인편,2021-08-05,15.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,네이버 주식회사,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809725H01_1_21-TH-08-158,15.02
26240,새만금오토레저캠핑쇼,2021-08-05,20.0,그룹및기업광고,기타광고,기타기업기타,김대중컨벤션센터 군산사무소,한국언론진흥재단,(주)미디어맥스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809680H01_1_21-TH-08-129,20.02
26241,사파헬스케어 안마의자,2021-08-05,15.0,가정용품,가구류,가정용가구,사파헬스케어 주식회사,직거래,스토리 박 STORY PARK,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809712H01_1_21-TH-08-147,15.02
26242,셀러비_30,2021-08-05,30.0,서비스,서비스기타,서비스기업PR,셀러비코리아,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810399H01_1_21-TH-08-650,30.03
26243,루미니엘 Y : 삶의 질을 바꾸다편_20,2021-08-05,20.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,(주)링크옵틱스,직거래,나라미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/811366H01_1_21-TH-09-098,15.02
26244,남원시청_30,2021-08-05,30.0,관공서및단체,중앙및지방관공서,지방자치단체,(주)연합뉴스티브이,(주)연합뉴스티브이,(주)연합뉴스티브이,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809671H01_1_21-HC-08-008,30.03
26245,펩시_30,2021-08-05,30.0,음료및기호식품,비알콜음료,콜라,(주)한국펩시콜라,(주)그룹엠코리아,(주)어썸커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809673H01_1_21-TX-08-020,30.03
26246,에이스침대 : 좋은 잠이 쌓인다 좋은 나를 만든다편,2021-08-05,15.0,가정용품,가구류,침대,(주)에이스침대,(주)오리콤,매터스인류크,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810240H01_1_21-TH-08-536,15.02
26247,달님이 구급차병원_15,2021-08-05,15.0,가정용품,완구류,일반완구,(주)토이트론,그룹엠코리아 주식회사,파인애플픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809721H01_1_21-TH-08-153,15.02
26248,카카오모빌리티_블루 : 자동결제편_15,2021-08-05,15.0,서비스,서비스기타,서비스기타,(주)카카오모빌리티,(주)디블렌트,(주)디블렌트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809675H01_1_21-TH-08-124,15.02
26249,뉴트리원라이프 비비랩 : 고현정의 비비랩편_15,2021-08-05,15.0,식품,건강식품,건강보조식품,주식회사 뉴트리원,(주)휘닉스커뮤니케이션즈,(주)플랜잇드로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809705H01_1_21-TH-08-139,15.02
26250,카카오모빌리티 블루 : 자동배차편_15,2021-08-05,15.0,서비스,서비스기타,서비스기타,(주)카카오모빌리티,(주)디블렌트,(주)디블렌트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809674H01_1_21-TH-08-123,15.02
26251,루미니엘 와이 : 삶의 질을 바꾸다편,2021-08-05,15.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,(주)링크옵틱스,직거래,나라미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810581H01_1_21-TH-08-782,15.02
26252,다우니 항균파워플러스_A_15,2021-08-05,15.0,화장품및보건용품,세제류,섬유유연제,한국피앤지판매 유한회사,(주)그레이월드와이드코리아,(주)사월이일,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809718H01_1_21-TH-08-154,15.02
26253,셀러비_30,2021-08-05,30.0,서비스,서비스기타,서비스기업PR,셀러비코리아,직거래,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810399H01_1_21-TH-08-650,30.03
26254,루미니엘 와이 : 삶의 질을 바꾸다편,2021-08-05,15.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,(주)링크옵틱스,직거래,나라미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810581H01_1_21-TH-08-782,15.02
26255,쌍마_쌍마트랜스:가정이사전문편_20,2021-08-05,20.0,서비스,운송,운송기타,(주)쌍마,주식회사 제이엔프로,(주)제이엔프로,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809731H01_1_21-TH-08-160,20.02
26256,군산필스 역시즌 핫세일,2021-08-05,20.0,서비스,서비스기타,서비스기타,군산필스,애드엔피플,(주)애드엔피플,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809669H01_1_21-TH-08-120,20.02
26257,2021 나눔가구백화점,2021-08-05,20.0,가정용품,가구류,가구류제품종합,아이씨유미디어,(주)필애드,드림라이크,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/818032H01_1_22-TH-01-046,20.02
26259,카카오모빌리티 블루_30,2021-08-05,30.0,서비스,서비스기타,서비스기타,(주)카카오모빌리티,(주)디블렌트,(주)디블렌트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809676H01_1_21-TH-08-122,30.03
26260,루미니엘 와이 : 삶의 질을 바꾸다편,2021-08-05,20.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,(주)링크옵틱스,직거래,나라미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810581H01_1_21-TH-08-782,15.02
26261,달님이 구급차병원_15,2021-08-05,15.0,가정용품,완구류,일반완구,(주)토이트론,그룹엠코리아 주식회사,파인애플픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809721H01_1_21-TH-08-153,15.02
26262,달님이 구급차 병원_KBS1편_20,2021-08-05,20.0,가정용품,완구류,일반완구,(주)토이트론,그룹엠코리아 주식회사,파인애플픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809681H01_1_21-TH-08-128,20.02
26263,전북글로벌 게임센터,2021-08-05,30.0,그룹및기업광고,기타광고,기타기업기타,파스텔미디어,(주)미디어맥스,(주)미디어맥스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809672H01_1_21-TH-08-126,30.03
26264,뉴트리원라이프 비비랩 : 임윤아의 비비랩편_15,2021-08-05,15.0,식품,건강식품,건강보조식품,(주)뉴트리원,(주)휘닉스커뮤니케이션즈,플랜잇프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810245H01_1_21-TH-08-529,15.02
26265,카카오모빌리티 블루 : 전문기사편_15,2021-08-05,15.0,서비스,서비스기타,서비스기타,(주)카카오모빌리티,(주)디블렌트,(주)디블렌트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809677H01_1_21-TH-08-125,15.02
26266,뉴트리원라이프 비비랩 : 초대장편_15,2021-08-05,15.0,식품,건강식품,건강보조식품,(주)뉴트리원,(주)휘닉스커뮤니케이션즈,플랜잇프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809853H01_1_21-TH-08-237,15.02
26267,연두_연두요리법 볶음밥편_15,2021-08-04,15.0,식품,조미향신료,조미료,샘표식품 주식회사,레오버넷(주),시대의시선,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809806H01_1_21-TH-08-209,15.02
26269,옥스포드_빙글뱅글동물대탐험_15,2021-08-04,15.0,가정용품,완구류,일반완구,(주)옥스포드,(주)인터콤어소시에이션,(주)인터콤어소시에이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809623H01_1_21-TH-08-100,15.02
26270,빛뜨락_약초밭 아낙네_20,2021-08-04,20.0,음료및기호식품,기호식품,차류기타,농업회사법인 주식회사 빛뜨락,(주)에이사이드,(주)이모션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809621H01_1_21-TH-08-098,20.02
26271,연두_연두요리법 계란찜편_15,2021-08-04,15.0,식품,조미향신료,조미료,샘표식품 주식회사,레오버넷(주),시대의시선,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809807H01_1_21-TH-08-208,15.02
26272,디비손해보험 다이렉트 자동차보험_30,2021-08-04,30.0,"금융,보험및증권",금융및보험,손해보험,(주)디비손해보험,(주)오리콤,이본부,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/820774H01_1_22-TH-03-286,30.03
26273,네이버앱  : QR체크인편,2021-08-04,15.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,네이버 주식회사,(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809725H01_1_21-TH-08-158,15.02
26274,금성침대_착하다편_15,2021-08-04,15.0,가정용품,가구류,침대,(주)금성침대,와일리,우라늄이삼팔,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/820055H01_1_22-TH-02-606,15.02
26275,엘지 톤프리_원음을 생생하게 살리는 메리디안 사운드편_30,2021-08-04,30.0,컴퓨터및정보통신,컴퓨터용품,컴퓨터스피커및이어폰,엘지전자(주),(주)에이치에스애드,브라보,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809665H01_1_21-TH-08-116,30.03
26276,금성침대_착하게 만든 우리침대편_30,2021-08-04,30.0,가정용품,가구류,침대,(주)금성침대,와일리,우라늄이삼팔,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809664H01_1_21-TH-08-119,30.03
26277,로스트아크_소서리스 업데이트 사전편_15,2021-08-04,15.0,컴퓨터및정보통신,컴퓨터게임,온라인게임,(주)스마일게이트 알피지,(주)한컴,뮤지엄컨텐츠,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809633H01_1_21-TX-08-017,15.02
26278,금호월드가구_입주혼수특별세일_20,2021-08-04,20.0,가정용품,가구류,가구류제품종합,2020년금호월드가구7층가구백화점(공동),(주)우일기획,(주)우일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809607H01_1_21-TH-08-084,20.02
26279,금성침대_착하게 만든 우리침대편_15,2021-08-04,15.0,가정용품,가구류,침대,(주)금성침대,와일리,우라늄이삼팔,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809663H01_1_21-TH-08-118,15.02
26280,엘레나_질건강관리 선택이 아닌 필수!편_30,2021-08-04,30.0,식품,건강식품,건강보조식품,(주)유한양행,(주)디블렌트,(주)디블렌트,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809612H01_1_21-TH-08-086,30.03
26281,옥스포드_빙글뱅글동물대탐험_20,2021-08-04,20.0,가정용품,완구류,일반완구,(주)옥스포드,(주)인터콤어소시에이션,(주)인터콤어소시에이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809606H01_1_21-TH-08-083,20.02
