행 번호,광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,AISAC_URL,실제재생초수
26096,후디스 그릭요거트_어남선생의 그릭 레시피,2021-08-11,15.0,음료및기호식품,비알콜음료,호상요구르트,일동후디스(주),(주)유니기획,"아크프로덕션, 착(CHAC)",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/811700H01_1_21-TH-09-369,15.02
26097,프롬바이오_매스틱 추석 프로모션_15,2021-08-11,15.0,식품,건강식품,건강보조식품,주식회사 프롬바이오,(주)미쓰윤,토스트프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809937H01_1_21-TH-08-319,15.02
26099,광주 맘아랑 베이비페어,2021-08-11,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의",한국전시시스템,(주)위드커뮤니케이션(대전),(주)위드커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/867763H01_1_25-TH-01-116,20.02
26100,삼성 갤럭시 워치4_우리가 원하던 원 앤 온리편_30,2021-08-11,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809964H01_1_21-TH-08-332,30.03
26101,프롬바이오_매스틱 추석 프로모션_30,2021-08-11,30.0,식품,건강식품,건강식품기타,주식회사 프롬바이오,(주)미쓰윤,미쓰윤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809938H01_1_21-TH-08-320,30.03
26102,초이락_카봇 황금특공대 펜타 제트렌_20,2021-08-11,20.0,가정용품,완구류,완구류제품종합,(주)초이락컨텐츠컴퍼니,메가존(주),사이다,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809956H01_1_21-TH-08-330,20.02
26103,로스트아크_소서리스 스킬 업데이트편_15,2021-08-11,15.0,컴퓨터및정보통신,컴퓨터게임,온라인게임,(주)스마일게이트 알피지,(주)한컴,뮤지엄컨텐츠,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810229H01_1_21-TX-08-034,15.02
26104,엘지 유플러스_갤럭시제트플립_30,2021-08-11,30.0,컴퓨터및정보통신,통신기기,휴대폰,(주)엘지유플러스,(주)에이치에스애드,로보트필름,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809985H01_1_21-TH-08-343,30.03
26105,동원참치_맛의 대참치편B_30,2021-08-11,30.0,식품,수산품,수산통조림,(주)동원에프앤비,(주)제일기획,꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809987H01_1_21-TH-08-312,30.03
26106,올드_15,2021-08-11,15.0,서비스,문화및공연,영화,유니버설픽쳐스인터내셔널코리아유한회사,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809948H01_1_21-TH-08-302,15.02
26107,헬로카봇_황금특공대,2021-08-11,20.0,가정용품,완구류,완구류제품종합,(주)초이락컨텐츠컴퍼니,메가존(주),사이다,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809955H01_1_21-TH-08-331,20.02
26108,엘지유플러스_갤럭시제트플립_15,2021-08-11,15.0,컴퓨터및정보통신,통신기기,휴대폰,(주)엘지유플러스,(주)에이치에스애드,로보트필름,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809984H01_1_21-TH-08-344,15.02
26109,엘지유플러스_갤럭시제트폴드_15,2021-08-11,15.0,컴퓨터및정보통신,통신기기,휴대폰,(주)엘지유플러스,(주)에이치에스애드,로보트필름,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809986H01_1_21-TH-08-345,15.02
26110,동원참치_맛의 대참치,2021-08-11,30.0,식품,수산품,수산통조림,(주)동원에프앤비,(주)제일기획,꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810110H01_1_21-TH-08-425,30.03
26111,프롬바이오 눈건강엔 빌베리 플러스_온가족편,2021-08-11,15.0,식품,건강식품,건강보조식품,주식회사 프롬바이오,(주)미쓰윤,아크프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809939H01_1_21-TH-08-321,15.02
26112,KDX골프_브랜드편,2021-08-11,15.0,가정용품,"취미,레저용품",골프용품,(주)디엑스골프,TBWA KOREA(주),TBWA KOREA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810100H01_1_21-HC-08-040,15.02
26113,프롬바이오_더진한 홍삼 추석 프로모션_15,2021-08-11,15.0,식품,건강식품,건강보조식품,주식회사 프롬바이오,(주)미쓰윤,토스트프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809942H01_1_21-TH-08-316,15.02
26114,올드,2021-08-11,15.0,서비스,문화및공연,영화,유니버설픽쳐스인터내셔널코리아유한회사,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/853328H01_1_24-TH-01-649,30.03
26115,프롬바이오_보스웰리아 추석 프로모션_15,2021-08-11,15.0,식품,건강식품,건강보조식품,주식회사 프롬바이오,(주)미쓰윤,토스트프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809941H01_1_21-TH-08-317,15.02
26116,동원참치_맛의 대참치,2021-08-11,15.0,식품,수산품,수산통조림,(주)동원에프앤비,(주)제일기획,꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810110H01_1_21-TH-08-425,30.03
26117,애터미 헤모힘_오직 면역을 위해,2021-08-11,15.0,식품,건강식품,건강식품기타,애터미 주식회사,TBWA KOREA(주),플랜잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810145H01_1_21-TH-08-455,15.02
26118,프리가이,2021-08-11,15.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810036H01_1_21-TH-08-384,15.02
26120,질레트_밀고나가_15A,2021-08-11,15.0,화장품및보건용품,남성화장품,남성기초화장품,한국피앤지판매 유한회사,(주)캐러트코리아,(주)바이널아이,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809944H01_1_21-TH-08-306,15.02
26121,삼화 만능간장_척척척 만능간장 혼밥편_15,2021-08-11,15.0,식품,조미향신료,장류,삼화식품공사,호키포키컴퍼니,루미너스서울,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810093H01_1_21-TH-08-412,15.02
26122,동원참치_맛의 대참치편_30,2021-08-11,30.0,식품,수산품,수산통조림,(주)동원에프앤비,(주)제일기획,꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809989H01_1_21-TH-08-308,30.03
26123,링티_김연경,2021-08-11,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,주식회사 링티,(주)애드쿠아인터렉티브,(주)애드쿠아인터렉티브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/812139H01_1_21-TH-09-728,15.02
26126,동원참치_맛의 대참치편B_30,2021-08-11,15.0,식품,수산품,수산통조림,(주)동원에프앤비,(주)제일기획,꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809987H01_1_21-TH-08-312,30.03
26127,프리가이,2021-08-11,15.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810036H01_1_21-TH-08-384,15.02
26128,삼성전자_갤럭시 버즈2_45,2021-08-11,45.0,컴퓨터및정보통신,통신기기,통신기기기타,삼성전자(주),(주)제일기획,플랜잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809933H01_1_21-TH-08-322,45.05
26129,보스웰리아_추석 프로모션,2021-08-11,30.0,식품,건강식품,건강보조식품,주식회사 프롬바이오,(주)미쓰윤,토스트프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809941H01_1_21-TH-08-317,15.02
26130,세종하늘채 펜트라움,2021-08-11,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산제품종합",더파트너스(주),비스컴(주),스텀프월드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/815334H01_1_21-TH-11-475,30.03
26132,삼성 갤럭시 Z 폴드3 갤럭시 Z 플립3 : Unfold your world,2021-08-10,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,자이언트스텝,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809926H01_1_21-TH-08-301,30.03
26133,넷플릭스_디피,2021-08-10,30.0,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809867H01_1_21-TH-08-249,30.03
26134,구글플레이 : 선한 생각들이 선한 영향력이 될 수 있도록_30,2021-08-10,30.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,구글코리아 유한회사,이노션월드와이드,플랜잇프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809920H01_1_21-TH-08-296,30.03
26135,넷플릭스 : 디피편_30,2021-08-10,30.0,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,(주)대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809884H01_1_21-TH-08-262,30.03
26136,샹치와 텐 링즈의 전설_A_15,2021-08-10,15.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,(주)레오버넷,(주)레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809922H01_1_21-TH-08-298,15.02
26137,브라운 면도기 : 시리즈9편,2021-08-10,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,한국피앤지판매 유한회사,그룹엠코리아 주식회사,레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809873H01_1_21-TH-08-253,15.02
26138,넷플릭스 : 디피편_15,2021-08-10,15.0,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,(주)대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809885H01_1_21-TH-08-264,15.02
26139,마블 퓨처 레볼루션_전세계 마블 팬들의 기다림은 끝났다,2021-08-10,15.0,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,"슈퍼마켓크리에이티브, 가넷픽쳐스",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809896H01_1_21-TH-08-274,15.02
26140,올드_15,2021-08-10,15.0,서비스,문화및공연,영화,유니버설픽쳐스인터내셔널코리아유한회사,(주)제일기획,(주)제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809948H01_1_21-TH-08-302,15.02
26141,싱크홀 : 올여름 재난 버스터가 온다편,2021-08-10,15.0,서비스,문화및공연,영화,(주)쇼박스,(주)에이치에스애드,하하하 필름,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809917H01_1_21-TH-08-293,15.02
26142,가히 멀티밤 : 복세편살편,2021-08-10,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,(주)가히,직거래,(주)오렌지클락프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809918H01_1_21-TH-08-295,15.02
26143,고피자_1인 피자의 시작,2021-08-10,15.0,식품,제빵,"햄버거,피자및샌드위치",주식회사 고피자,(주)오리콤,"APC, 착(CHAC)",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/811294H01_1_21-TX-09-004,30.03
26144,씨제이 올리브영 : 세상 모든 루틴_30,2021-08-10,30.0,유통,유통기타,유통기업PR,(주)씨제이올리브영,(주)메이트커뮤니케이션즈,"슈퍼마켓크리에이티브, 매스메스에이지",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/811118H01_1_21-TJ-08-129,15.02
26145,삼성 신혼가전_우리 집이 제일 좋아,2021-08-10,45.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,삼성전자(주),(주)제일기획,"것(Gut), 오스카스튜디오",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809911H01_1_21-TH-08-286,45.05
26146,넷플릭스 : 디피편_15,2021-08-10,15.0,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,(주)대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809885H01_1_21-TH-08-264,15.02
26147,올드_15,2021-08-10,15.0,서비스,문화및공연,영화,유니버설픽쳐스인터내셔널코리아유한회사,(주)제일기획,(주)제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809948H01_1_21-TH-08-302,15.02
26148,넷플릭스 : 디피편_15,2021-08-10,15.0,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,(주)대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809885H01_1_21-TH-08-264,15.02
26149,고피자 : 1인 피자의 시작편_30,2021-08-10,30.0,식품,제빵,"햄버거,피자및샌드위치",(주)고피자,(주)오리콤,"에이피씨, 착",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809855H01_1_21-TX-08-027,30.03
26150,로스트아크_소서리스 업데이트 사전,2021-08-10,15.0,컴퓨터및정보통신,컴퓨터게임,온라인게임,(주)스마일게이트 알피지,(주)한컴,"뮤지엄컨텐츠, 가넷픽쳐스",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809900H01_1_21-TX-08-030,15.02
26151,뮤직카우_음악저작권투자,2021-08-10,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",주식회사 뮤직카우,맥켄에릭슨(주),(주)아스트로보이픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/815265H01_1_21-TH-11-430,30.03
26152,가히_멀티밤 : 소확행,2021-08-10,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,(주)코리아테크,직거래,(주)오렌지클락프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809919H01_1_21-TH-08-294,15.02
26153,코어틴 그린프로틴_A_15,2021-08-10,15.0,식품,건강식품,건강식품기타,(주)종근당건강,(주)벨커뮤니케이션즈,"프로듀스드 바이 기억, 티키타카",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/811813H01_1_21-TH-09-462,15.02
26154,대방건설_D의 가치,2021-08-10,30.0,"건설,건재및부동산",건설,건설,(주)대방건설,(주)인커뮤니케이션,(주)원더보이즈 필름,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809886H01_1_21-TH-08-271,30.03
26155,인질_15,2021-08-10,15.0,서비스,문화및공연,영화,(주)넥스트엔터테인먼트월드,(주)이노션,(주)이노션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809901H01_1_21-TH-08-276,15.02
26156,구글플레이_선한 생각들이 선한 영향력이 될 수 있도록 #당근마켓 #빅워크,2021-08-10,30.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,구글코리아 유한회사,이노션월드와이드,플랜잇프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809906H01_1_21-TH-08-281,30.03
26157,뉴트리원라이프 비비랩 : 초대장편_15,2021-08-10,15.0,식품,건강식품,건강보조식품,(주)뉴트리원,(주)휘닉스커뮤니케이션즈,플랜잇프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809853H01_1_21-TH-08-237,15.02
26158,굿리치 : 가족보험조회편_15,2021-08-10,15.0,"금융,보험및증권",금융및보험,금융및보험기타,(주)리치앤코,(주)그랑몬스터,용감한프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/828021H01_1_22-TH-07-886,15.02
26159,케이비 금융그룹 : 황선우편,2021-08-10,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",(주)케이비금융그룹,엘베스트 커뮤니케이션즈,시대의시선,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809868H01_1_21-HC-08-023,30.03
26160,뮤직카우 : 음악저작권투자 좋니편,2021-08-10,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",(주)뮤직카우,(주)맥켄에릭슨,(주)아스트로보이픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/814292H01_1_21-TH-10-995,15.02
26161,삼성 갤럭시 Z 폴드3 갤럭시 Z 플립3_Unfold your world,2021-08-10,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,자이언트스텝,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809897H01_1_21-TH-08-252,30.03
26162,코어틴 그린프로틴_A_15,2021-08-10,15.0,식품,건강식품,건강식품기타,(주)종근당건강,(주)벨커뮤니케이션즈,"프로듀스드 바이 기억, 티키타카",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/811813H01_1_21-TH-09-462,15.02
26163,샹치와 텐 링즈의 전설_B_15,2021-08-10,15.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,(주)레오버넷,(주)레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809924H01_1_21-TH-08-299,15.02
26164,올드_15,2021-08-10,15.0,서비스,문화및공연,영화,유니버설픽쳐스인터내셔널코리아유한회사,(주)제일기획,(주)제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809948H01_1_21-TH-08-302,15.02
26165,샹치와 텐 링즈의 전설_C_15,2021-08-10,15.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,(주)레오버넷,(주)레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809923H01_1_21-TH-08-300,15.02
26167,경상북도 돌봄노동자 지원센터,2021-08-10,30.0,서비스,서비스기타,서비스기타,슈퍼히어로,(주)경남미디어,동영미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809856H01_1_21-TH-08-238,30.03
26168,넷플릭스 : 디피편_15,2021-08-10,15.0,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,(주)대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809885H01_1_21-TH-08-264,15.02
26169,에델바이스_알프스의 생생함을 느끼다,2021-08-10,15.0,음료및기호식품,알콜음료,맥주,하이네켄코리아 주식회사,(주)캐러트코리아,웰콤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809875H01_1_21-TX-08-029,15.02
26170,연두_연두요리법 볶음밥편,2021-08-09,15.0,식품,조미향신료,조미료,샘표식품 주식회사,레오버넷(주),시대의시선,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809806H01_1_21-TH-08-209,15.02
26171,SK_ESG로 세상.행복하도록 종합편,2021-08-09,30.0,그룹및기업광고,그룹광고,그룹PR,SK(주),(주)에스엠컬처앤콘텐츠 광고사업부문,플랜잇프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809840H01_1_21-TH-08-227,30.03
26172,동문건설 채광편_A_30,2021-08-09,30.0,"건설,건재및부동산",건설,건설,(주)동문건설,(주)이노션월드와이드,빅인스퀘어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809834H01_1_21-TH-08-222,30.03
26173,굿리치_가족보험조회편,2021-08-09,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,리치앤코,그랑몬스터,용감한프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809838H01_1_21-HC-08-020,15.02
26174,넷플릭스_DP,2021-08-09,30.0,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/844208H01_1_23-TH-07-282,15.02
26175,삼성생명_우주보험 EP.1,2021-08-09,30.0,"금융,보험및증권",금융및보험,생명보험,삼성생명보험(주),(주)제일기획,(주)꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809800H01_1_21-TH-08-199,30.03
26176,뮤직카우_음악저작권투자 좋니편,2021-08-09,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",주식회사 뮤직카우,맥켄에릭슨(주),(주)아스트로보이픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/811059H01_1_21-TJ-08-096,30.03
26177,구글플레이_선한 생각들이 선한 영향력이 될 수 있도록 #포인핸드 #오늘의 분리수거,2021-08-09,30.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,구글코리아 유한회사,이노션월드와이드,플랜잇프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809815H01_1_21-TH-08-218,30.03
26178,쏘나타 N라인_지아이조편,2021-08-09,30.0,수송기기,승용자동차,중형승용차,현대자동차(주),(주)이노션,메이트 커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810349H01_1_21-TH-08-621,30.03
26179,에어데이즈 마스크_마스크의 본질을 묻다편,2021-08-09,30.0,제약및의료,제약및의료기타,제약및의료기타,대우산업개발주식회사,(주)에이치에스애드,apc,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/813002H01_1_21-TH-10-059,15.02
26180,애터미 헤모힘 : 오직 면역을 위해편_15,2021-08-09,15.0,식품,건강식품,건강식품기타,(주)애터미,(주)TBWA KOREA,플랜잇프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809819H01_1_21-TH-08-221,15.02
26182,연두_연두요리법 계란찜편,2021-08-09,15.0,식품,조미향신료,조미료,샘표식품 주식회사,레오버넷(주),시대의시선,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809807H01_1_21-TH-08-208,15.02
26183,세스코 바이러스케어 : 세스코 UV파워공기살균기편,2021-08-09,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,(주)세스코,(주)연합뉴스티브이,(주)연합뉴스티브이,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809839H01_1_21-HC-08-021,15.02
26184,장성 대광로제비앙,2021-08-09,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타",(주)유니텍솔루션,(주)에스알비애드,(주)에스알비애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/812539H01_1_21-TH-09-997,30.03
26185,삼성 갤럭시 탭 S7 FE : Let’s TAB Challenge 올림픽편,2021-08-09,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,삼성전자(주),(주)제일기획,스튜디오파라노이드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809809H01_1_21-TH-08-212,30.03
26186,에어데이즈 마스크_마스크의 본질을 묻다편,2021-08-09,15.0,제약및의료,제약및의료기타,제약및의료기타,대우산업개발주식회사,(주)에이치에스애드,apc,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/813002H01_1_21-TH-10-059,15.02
26187,구글플레이 : 선한 생각들이 선한 영향력이 될 수 있도록_30,2021-08-09,30.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,구글코리아 유한회사,이노션월드와이드,플랜잇프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809920H01_1_21-TH-08-296,30.03
26188,케이티스카이라이프_스카이라이프 : 된다고 해주게편_5,2021-08-09,5.0,컴퓨터및정보통신,방송,위성TV,(주)케이티스카이라이프,(주)이노션,생각을걷다,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809847H01_1_21-TH-08-230,5.0
26189,삼성생명_우주보험 EP.3,2021-08-09,30.0,"금융,보험및증권",금융및보험,생명보험,삼성생명보험(주),(주)제일기획,(주)꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809802H01_1_21-TH-08-197,30.03
26190,빙그레_8월 빛을 되찾은 날,2021-08-09,30.0,식품,아이스크림,아이스크림제품종합,(주)빙그레,(주)이루다마케팅,주식회사 아피네,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809816H01_1_21-TH-08-220,30.03
26191,삼성생명_우주보험 EP.2,2021-08-09,30.0,"금융,보험및증권",금융및보험,생명보험,삼성생명보험(주),(주)제일기획,(주)꾸욱꾸욱,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809801H01_1_21-TH-08-198,30.03
26193,The Kia EV6 : Inspiring Every Journey ㅣ 풍력발전,2021-08-06,30.0,수송기기,승용자동차,친환경승용자동차,기아 주식회사,(주)이노션,"생각을걷다, 러브앤드머니",https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809766H01_1_21-TH-08-182,30.03
26194,뮤직카우 : 음악저작권투자 좋니편_30,2021-08-06,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",주식회사 뮤직카우,맥켄에릭슨(주),(주)아스트로보이픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809739H01_1_21-TH-08-166,30.03
26195,뉴트리원라이프 비비랩 : 임윤아의 비비랩편_45,2021-08-06,45.0,식품,건강식품,건강보조식품,주식회사 뉴트리원,(주)휘닉스커뮤니케이션즈,플랜잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810247H01_1_21-TH-08-530,45.05
26196,LG 시그니처_XR 아트,2021-08-06,60.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합,엘지전자(주),(주)에이치에스애드,apc,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809735H01_1_21-TH-08-161,60.06
26198,프리가이_15,2021-08-06,15.0,서비스,문화및공연,영화,월트디즈니컴퍼니코리아 유한책임회사,레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810036H01_1_21-TH-08-384,15.02
26199,코스메쉐프 흑당고 : 각질제거편_30,2021-08-06,30.0,화장품및보건용품,가정용화장품,가정용기초화장품,주식회사 코스메쉐프,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/813071H01_1_21-TH-10-112,30.03
26200,뮤직카우 : 음악저작권투자 좋니편_15,2021-08-06,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",주식회사 뮤직카우,맥켄에릭슨(주),(주)아스트로보이픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/814292H01_1_21-TH-10-995,15.02
26201,데시앙 : 시대와 교감하다편_15,2021-08-06,15.0,"건설,건재및부동산",건설,건설,(주)태영건설,(주)에스비에스엠앤씨,생각을걷다,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/813608H01_1_21-TH-10-532,15.02
26202,알레르망 스핑크스_알러지프리 침대의 시작,2021-08-06,15.0,가정용품,가구류,침대,(주)이덕아이앤씨,(주)에이치에스애드,매터스인류크,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/815977H01_1_21-TH-11-944,15.02
26203,알레르망 스핑크스 : 알러지프리 침대의 시작편_30,2021-08-06,30.0,가정용품,가구류,침대,(주)이덕아이앤씨,(주)에이치에스애드,매터스인류크,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810333H01_1_21-TH-08-588,30.03
26204,펩시_UC_KR,2021-08-06,30.0,음료및기호식품,비알콜음료,콜라,한국펩시콜라(주),그룹엠코리아 주식회사,(주)어썸커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809733H01_1_21-TX-08-021,30.03
26205,넷마블_마블 퓨처 레볼루션 : 트레일러편_15,2021-08-06,15.0,서비스,서비스기타,서비스기타,넷마블 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/809765H01_1_21-TH-08-178,15.02
26207,첼윤_안동 영무예다음 포레스트:9월 오픈예정편_30,2021-08-06,30.0,"건설,건재및부동산",부동산임대및매매,아파트임대및매매,(주)첼윤,(주)애드프로패셔널,(주)이상한나라,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/810159H01_1_21-TH-08-192,30.03
